# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.392799999999999727e+02 3.061899999999997135e+01 1.020299646976271788e+02 4.601351349108674071e+01 5.445202746695327960e+02 1.434923393282137860e-02 1.355331243055768198e+02 1.612707939986993466e+00 8.087346110886548090e+00 6.740937154288264537e+03 1.023762859041173160e+08 5.557272604597373288e-04 1.501420402202412019e+00
0.000000000000000000e+00 3.061899999999997135e+01 6.761985895646662357e+02 5.701674497808574671e+01 2.675911755939379688e+00 9.923353900414689788e-01 1.608505582095935971e+00 3.346783077183042465e+00 3.769309134284370089e+00 2.393989477338348948e+01 6.975250207909321887e+01 1.670663809949807233e+00 3.463519313960162771e-01
0.000000000000000000e+00 3.061899999999997135e+01 4.391289657084145119e+02 1.800528788781655365e+01 3.221551522254110900e+00 3.813565182976427076e-02 2.056900115502922688e+02 2.279423397599604328e+00 8.322288907154655746e+00 9.769466633208012354e+03 1.197726622127335519e+08 7.925759371484905058e-01 6.008506878314895383e-01
0.000000000000000000e+00 3.061899999999997135e+01 3.141922736423998685e+03 6.691965331638485850e+02 3.187495003261526794e+00 1.037026511073654012e-01 1.403820852924250739e-02 2.821677990475378373e+00 1.566437197308453433e-01 2.017055961836822826e+04 4.345136434817370173e+03 2.558726661506893763e+00 3.325001476623380414e-01
0.000000000000000000e+00 2.892399999999997817e+01 2.280169652237666378e+04 9.322737950802791147e+02 7.275780756803279736e+00 9.820258917868056325e-02 1.761954456952271458e-02 1.824312213484222678e+00 5.582028388585250078e-02 3.307500502074602991e+04 7.260106784126494858e+03 2.566501144615778074e+01 2.081622417231111299e+00
0.000000000000000000e+00 1.033599999999995589e+01 2.598163042211934589e+04 1.190349588138983563e+02 2.199319465404899976e+00 9.339704780942262308e-02 8.256181157268931148e-02 1.512714210696379347e+00 2.153292866319652665e-01 3.332057337957392519e+03 2.954756406928955585e+03 5.555596196973864664e+01 2.836497642170270783e+00
0.000000000000000000e+00 2.892399999999997817e+01 1.922364570155873662e+04 1.118328436587716396e+03 1.234727024729360023e+00 2.388853536719997839e-01 2.734155965775104599e-02 3.442679441819826103e+00 3.118807576786311597e-01 6.175430083554415432e+03 1.078910187659969552e+03 4.307609086542549903e+01 1.173771112617498780e+00
0.000000000000000000e+00 1.033599999999995589e+01 1.221958871319789978e+04 2.088613394986718959e+03 2.655930288152077434e+00 2.535576111256931942e-01 1.794284365252042657e-02 3.092363214777200664e+00 1.230370938610048787e-01 1.277126127177525450e+04 1.385196109607312792e+03 1.787788882694873038e+01 8.344359454234113738e-01
0.000000000000000000e+00 1.033599999999995589e+01 2.213650116429884292e+03 1.900558165936190846e+01 1.142287012836631366e+00 1.246040061200773819e-01 1.006780127798944235e+01 3.494408962247072203e+00 3.991585271704572779e+00 6.514287563078660241e+03 1.791603004904197995e+06 5.652454591766773007e+00 4.679144639221863300e-01
0.000000000000000000e+00 1.544999999999959073e+00 1.126730904268674749e+04 6.912029961378462986e+02 2.367215944164277719e+00 1.102062656293048143e-01 1.475633051665164140e-02 2.735249555938798594e+00 1.395689715633964267e-01 2.519945252808309306e+04 5.206695427719047984e+03 1.145205931177881276e+01 6.980748342076855684e-01
0.000000000000000000e+00 1.033599999999995589e+01 1.309384546952879191e+03 2.000587543090727038e+01 1.165975681145048570e+00 8.092032471720816966e-02 6.741793279382991955e+01 2.834863942878754983e+00 9.909672931259393636e+00 3.854299634819054063e+03 8.996921166081059724e+06 4.001163169804322628e+00 4.838728142485442252e-01
0.000000000000000000e+00 2.952099999999995816e+01 3.597056402477151096e+03 7.302144532281159854e+02 4.713734052588032242e+00 1.679515801350529580e-01 2.061220495696039143e-02 2.688197671305582848e+00 1.221941838293827548e-01 9.795660804293220281e+03 1.795803738162971058e+03 2.506175216720772259e+00 3.509969585515601564e-01
0.000000000000000000e+00 1.033599999999995589e+01 9.952923026876376298e+02 3.901145709026920372e+01 1.148574619419841625e+00 7.972778082172818359e-02 8.007807911956358993e+00 3.008279303164783869e+00 4.785296641364654491e+00 4.438292030954502479e+03 1.288453399636621354e+06 2.903108110607298009e+00 3.434645512640703280e-01
0.000000000000000000e+00 2.952099999999995816e+01 3.342981784504623192e+03 1.900558165936191912e+01 1.068351527711945526e+00 1.194920539742316129e-01 7.198548700096293373e+01 3.715147872685883979e+00 1.039886853528855326e+01 6.042790326869122509e+03 1.339572638359339349e+07 3.528916076068999708e+00 3.540601112423429342e-01
0.000000000000000000e+00 1.544999999999959073e+00 1.206054200352219050e+04 7.562220912882946777e+02 1.560634609343685364e+00 9.985605272270051125e-02 1.447340659637596887e-02 2.892564175615690569e+00 1.683176205082093924e-01 2.843193285910504710e+04 6.739680734274866154e+03 2.000661205017850008e+01 8.543300258035769756e-01
