# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
5.246748751266967474e+02 9.516929838779732975e+00 3.551399999999995316e+01 1.390408342448031362e+02 2.208468753649074158e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.019519999999999413e+02 9.902908338298925628e+01 4.419711720521929431e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.014849999999999568e+02 2.790819622611513182e+02 1.253535838770206819e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.302699999999992997e+01 1.600470034472553778e+02 3.789484648581111587e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.023179999999999268e+02 4.501321971954058654e+02 1.988706716469432669e+34
0.000000000000000000e+00 0.000000000000000000e+00 9.831099999999997863e+01 7.202115155126494983e+01 3.326921575893556984e+33
0.000000000000000000e+00 0.000000000000000000e+00 9.767799999999994043e+01 2.700793183172432350e+02 1.270928898148630424e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.014849999999999568e+02 4.891436542856739607e+02 4.259296891197790806e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.006959999999999695e+02 5.401586366344865837e+02 2.444281666824672634e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.058099999999999454e+02 2.160634546537947358e+02 8.916845498332147755e+33
0.000000000000000000e+00 0.000000000000000000e+00 9.607499999999993179e+01 1.980581667659785126e+02 1.011509167709388073e+34
0.000000000000000000e+00 0.000000000000000000e+00 9.725499999999993861e+01 2.520740304294271255e+02 1.193593980320062096e+34
0.000000000000000000e+00 0.000000000000000000e+00 5.886099999999993315e+01 8.102379549517304724e+01 4.322308874248373809e+33
0.000000000000000000e+00 0.000000000000000000e+00 9.416299999999995407e+01 3.421004698685086396e+02 1.700815499533218085e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.470899999999994634e+01 6.341862511597494176e+02 9.108933396821127607e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.308499999999998309e+01 1.440423031025298087e+03 3.742660564021006316e+35
0.000000000000000000e+00 0.000000000000000000e+00 2.308499999999998309e+01 7.402173909435560972e+01 1.968294083318094012e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.718999999999994088e+01 1.270373089862589495e+02 1.906022555452331817e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.937599999999997635e+01 6.031771442418437346e+02 8.611420621622260599e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.589599999999995816e+01 1.450425968740752296e+02 2.313705564177070003e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.053949999999999818e+02 1.260370152147135769e+02 5.213483887563934622e+33
0.000000000000000000e+00 0.000000000000000000e+00 4.298499999999995680e+01 2.070608107098865958e+02 2.617644840804967344e+34
0.000000000000000000e+00 0.000000000000000000e+00 9.537899999999996226e+01 1.800528788781623177e+02 8.607701747719887094e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.028789999999999623e+02 9.272723262225355256e+02 4.155323013492232934e+34
0.000000000000000000e+00 0.000000000000000000e+00 6.491099999999994452e+01 8.102379549517303303e+01 5.819891689209163731e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.570099999999996498e+01 1.437422149710661870e+03 6.267867086854411077e+35
0.000000000000000000e+00 0.000000000000000000e+00 6.852799999999996317e+01 6.121797881857518178e+02 4.420881894333040718e+34
0.000000000000000000e+00 0.000000000000000000e+00 4.685199999999997544e+01 1.710502349342542061e+02 1.957733628839062262e+34
0.000000000000000000e+00 0.000000000000000000e+00 6.852799999999996317e+01 2.160634546537947926e+02 1.560311256823426163e+34
0.000000000000000000e+00 0.000000000000000000e+00 9.497999999999996135e+01 7.202115155126494983e+01 3.792484688027094377e+33
0.000000000000000000e+00 0.000000000000000000e+00 9.978799999999995407e+01 2.520740304294272391e+02 1.156533005572450880e+34
0.000000000000000000e+00 0.000000000000000000e+00 6.491099999999994452e+01 7.202115155126492141e+01 5.438210895327457892e+33
0.000000000000000000e+00 0.000000000000000000e+00 4.631499999999994088e+01 1.431420387081390800e+03 1.655033167420440529e+35
0.000000000000000000e+00 0.000000000000000000e+00 6.491099999999994452e+01 4.141216214197734189e+02 3.201329442092555466e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.868899999999996098e+01 1.630478847618914813e+02 2.899648172150145771e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.037449999999999335e+02 2.700793183172435192e+02 1.169825960029633024e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.278299999999995862e+01 3.561045826701433725e+02 2.057323092018710802e+35
0.000000000000000000e+00 0.000000000000000000e+00 8.987599999999997635e+01 7.202115155126493562e+01 3.614178642232293918e+33
0.000000000000000000e+00 0.000000000000000000e+00 9.618699999999995498e+01 7.202115155126492141e+01 3.468597667931880723e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.203009999999999309e+02 6.481903639613843779e+02 2.364856961420165334e+34
0.000000000000000000e+00 0.000000000000000000e+00 5.032699999999994134e+01 5.851718563540275682e+02 6.208113778375512454e+34
0.000000000000000000e+00 0.000000000000000000e+00 6.239499999999998181e+01 8.102379549517303303e+01 6.749047883992103206e+33
0.000000000000000000e+00 0.000000000000000000e+00 6.464699999999993452e+01 8.102379549517303303e+01 6.425537046832638169e+33
0.000000000000000000e+00 0.000000000000000000e+00 6.464699999999993452e+01 2.790819622611516593e+02 2.135857394131604142e+34
0.000000000000000000e+00 0.000000000000000000e+00 6.432099999999996953e+01 7.202115155126492141e+01 5.347001669270059792e+33
0.000000000000000000e+00 0.000000000000000000e+00 4.298499999999995680e+01 3.511031138124166660e+02 4.411178805500524427e+34
0.000000000000000000e+00 0.000000000000000000e+00 9.612099999999998090e+01 8.552511746712706326e+02 4.126949785426770553e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.862299999999993361e+01 8.202408926671839140e+01 1.239364986573466580e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.868899999999996098e+01 2.050602231667960211e+02 4.056776304693195280e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.243399999999996908e+01 7.602232663744628383e+01 8.147380584603272775e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.025219999999999345e+02 2.070608107098866242e+02 1.414096625733258832e+34
