# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
4.714897552638013849e+02 1.029325837677116873e+01 1.459600000000000364e+01 1.513844593856753090e+04 7.280885153079919614e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.446199999999998909e+01 1.660487660765303417e+02 8.153065481167997105e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.328899999999998727e+01 8.802585189599197690e+01 4.467727066835552972e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.328899999999998727e+01 3.421004698685141648e+03 1.881221371226043959e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.328899999999998727e+01 1.080317273268992153e+02 5.362935062639776051e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.185000000000002274e+01 7.902320795208368054e+01 5.024466870506564578e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.328899999999998727e+01 9.802878961144557479e+01 5.473041777304417676e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.328899999999998727e+01 1.080317273268992295e+02 5.878691225581327597e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.194100000000003092e+01 1.360399529301694201e+02 8.605715260441779564e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.194100000000003092e+01 4.621357224539578965e+03 2.961079462865561342e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.194100000000003092e+01 8.802585189599199111e+01 5.628298019504768485e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.573099999999999454e+01 7.656248527408213704e+03 3.325754341138750939e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.235399999999998499e+01 8.602526435290124596e+01 4.992605733698241271e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.204300000000000637e+01 8.902614566753736369e+01 4.896429960734688090e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.931100000000003902e+01 1.104324323786080640e+03 3.862432190669691488e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.204300000000000637e+01 8.802585189599201954e+01 5.562147601245701689e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.214400000000000546e+01 3.608759839604207809e+04 2.235859872808903236e+37
0.000000000000000000e+00 0.000000000000000000e+00 1.151999999999998181e+01 9.702849583990024485e+01 4.642621331188279300e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.436500000000000909e+01 1.170343712708074975e+02 6.057262447333685312e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.503199999999998049e+01 8.902614566753734948e+01 3.948081874101956461e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.716899999999998272e+01 4.021180961612360079e+03 1.552878341001137009e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.436500000000000909e+01 4.581345473677764062e+02 2.279247866033876065e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.204300000000000637e+01 1.850543477358923212e+02 1.061549189055974481e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.204300000000000637e+01 9.702849583990028748e+01 6.151747916711152013e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.050299999999998590e+01 1.170343712708074975e+02 7.200799184235680601e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.106000000000000227e+01 7.702262040899296380e+01 4.661738295476753009e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.501499999999998636e+01 1.070114276799229629e+04 4.788119443001194855e+36
0.000000000000000000e+00 0.000000000000000000e+00 9.812999999999988177e+00 1.280376027578065532e+02 7.704743244441638134e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.043999999999999773e+01 1.228560810212015531e+04 9.448433083061707945e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.106000000000000227e+01 1.094321386070627796e+03 7.595227710768935140e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.050299999999998590e+01 8.902614566753732106e+01 5.800152622695045831e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.735000000000002274e+01 7.602232663744763386e+01 2.904624438160826204e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.546899999999999409e+01 9.702849583990027327e+01 5.776518064951909049e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.714199999999999591e+01 6.301850760735786707e+02 2.500723316607600876e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.501499999999998636e+01 1.070314335553538712e+02 4.658646274730475800e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.714199999999999591e+01 1.240364276716249918e+02 4.775590523189231930e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.714199999999999591e+01 1.360399529301693917e+02 6.384494413653028223e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.563299999999998136e+01 1.527548618526924474e+04 6.601756011438536414e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.566399999999998727e+01 7.502203286590227549e+01 3.310421047846879708e+34
