# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.625099999999999909e+02 3.603999999999984993e+00 5.758491184032997990e+04 1.295380434151226154e+03 2.362784388342566189e+01 1.122557626259959584e-01 1.584475366934494020e-02 1.591363119683365968e+00 3.382433329703291025e-02 5.034551611810238683e+04 7.823355248813812977e+03 2.022200348648929591e+01 4.552761372334719780e+00
0.000000000000000000e+00 8.810000000000002274e+00 1.306983841901132109e+04 1.099322854928338074e+03 6.147791038181889434e+00 1.074378297023880074e-01 1.283514179172862667e-02 2.188393662398896655e+00 5.807680163128069867e-02 4.126308242948429688e+04 6.986757022372747088e+03 1.175689200152176817e+01 1.078210464382354461e+00
0.000000000000000000e+00 1.562299999999999045e+01 5.944645854917657562e+04 1.046307285036434223e+03 6.454139995425134835e+00 1.157192700516714579e-01 1.996179435291391829e-02 1.661585281600251651e+00 4.755989639388058521e-02 3.190453025447066830e+04 6.129836385944217000e+03 7.988981294502869446e+01 3.807443317342878775e+00
0.000000000000000000e+00 7.190999999999974079e+00 1.824335780544378940e+04 1.830537601927987680e+03 3.211276997734938909e+00 1.648527864865437231e-01 1.603208266198994855e-02 2.459943173192470134e+00 8.035527562565172865e-02 2.320439337050641916e+04 3.232351374136707818e+03 3.118969260080918815e+01 1.319638663872564122e+00
0.000000000000000000e+00 1.562299999999999045e+01 6.385775408169320144e+04 2.220652172830672839e+02 4.301930417037448320e+17 4.091644398413062100e-02 2.102970340595410742e-02 1.178994642994668052e+00 4.270486362457299317e-02 5.233430192578307469e+04 2.502393991434401323e+04 3.919735909993969174e-18 8.722559862540524733e+00
0.000000000000000000e+00 6.475000000000022737e+00 1.537451526865176129e+04 1.698498824084001626e+03 9.639659571983523634e+00 2.263102709174437954e-01 2.253617983706471262e-02 2.194134721602584381e+00 6.168212360488484203e-02 1.386454630473012367e+04 1.792272928085885042e+03 7.375482066617010446e+00 1.116247417414595322e+00
0.000000000000000000e+00 2.006499999999999773e+01 3.717091655062486097e+03 7.622238539175548340e+02 7.756432355484258245e+00 1.224785404810376094e-01 1.669913605468762927e-02 2.504066894378967678e+00 9.248436278300758984e-02 1.849357108345531378e+04 3.852422753122202266e+03 1.139476714341554953e+00 3.253394521738652290e-01
0.000000000000000000e+00 3.356799999999998363e+01 5.995760866642745896e+03 9.982931840022573624e+02 9.364361821182528800e+00 1.198303658423973822e-01 1.391181222138148516e-02 2.374188061951336692e+00 6.811897818454978881e-02 2.638617563497893570e+04 4.564274835717325004e+03 1.691473165936685730e+00 4.537293176423191632e-01
0.000000000000000000e+00 1.105299999999999727e+01 2.537545239656246849e+04 1.084318448355158125e+03 8.979434203310215912e-01 1.665676410654026163e-01 1.742246302935552063e-02 3.579760614924535567e+00 3.034301807112821936e-01 1.413337440092320685e+04 2.294654386380434062e+03 6.777532361323419252e+01 1.467327191261498243e+00
0.000000000000000000e+00 1.598700000000002319e+01 3.210943006660631363e+04 5.761692124101208492e+02 5.929167472499129454e-01 1.352076839132207164e-01 1.918460043734926748e-02 3.818614625384357808e+00 5.361369186806294040e-01 1.164333498480522940e+04 2.560479425019512291e+03 8.204520340246055810e+01 1.589663235022604759e+00
