# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
5.273099999999999454e+02 6.840099999999995362e+01 4.353678611274460854e+04 5.581639245223118451e+03 5.596995315356195100e+00 7.546410592619015034e-01 4.675779823061772950e-02 2.439388039493342486e+00 9.205474407721817021e-02 4.033902501525442403e+03 2.895822990752594706e+02 6.035363560590795373e+01 2.882109899064773995e+00
0.000000000000000000e+00 7.316699999999997317e+01 2.171437719270727757e+04 1.863547296389008807e+03 6.605688070100518061e+00 3.087648851620376500e-01 3.034348383675113114e-02 2.116513880799665515e+00 7.282222469231523776e-02 7.949226600815882193e+03 9.235258364884383582e+02 2.427245672218063532e+01 1.833145251453435209e+00
0.000000000000000000e+00 7.188999999999998636e+01 1.242364864259315618e+04 1.242364864259339129e+03 3.968657034557723403e+08 1.810244979176657554e-01 2.185832978723883935e-02 1.967263314644143390e+00 5.442884873457703998e-02 1.395631473936964903e+04 2.107047789414826184e+03 1.174298815403674233e-14 1.105155305348044958e+00
0.000000000000000000e+00 6.840099999999995362e+01 1.844641744106803526e+04 7.022062276248434500e+02 6.907152958910117713e-01 1.358321220698675835e-01 1.678692557891270018e-02 3.835301072892980390e+00 4.419352198531115716e-01 1.257911874576087757e+04 2.542152821960732126e+03 4.908761677505093957e+01 1.194945336483167475e+00
0.000000000000000000e+00 7.085299999999995180e+01 1.623176703086622911e+04 1.305383371866696962e+03 1.601085753830630765e+01 2.510128715617598316e-01 3.044293451050063271e-02 1.944739419777718803e+00 6.383055275742809120e-02 8.900955013028773465e+03 1.254428166636316291e+03 5.503321905751525911e+00 1.631760823050891096e+00
0.000000000000000000e+00 8.078399999999999181e+01 3.716291420045647828e+04 1.125330492988531432e+03 2.206244410511295939e+00 1.951226127834248258e-01 2.468674382261919903e-02 2.277701616162022269e+00 1.053789349748664866e-01 1.160272728589801227e+04 1.849048548494088436e+03 9.218356088355946554e+01 2.107006762091288454e+00
0.000000000000000000e+00 7.360699999999997090e+01 1.191950058173431535e+04 1.089319917212898872e+03 3.348186473087015891e+00 1.612336477791349865e-01 1.806787265495285455e-02 2.497554539188431288e+00 9.604731816629330510e-02 1.751115696721450513e+04 2.776227415765524711e+03 1.794563736354673367e+01 9.555102500986569769e-01
0.000000000000000000e+00 7.127199999999999136e+01 2.232655698089314319e+04 9.992934777738157663e+02 8.363723324846712437e-01 1.783689557655858959e-01 1.810645558662507190e-02 3.828426687239426141e+00 3.615961342518756449e-01 1.092522854654095863e+04 1.785665016565374117e+03 5.876367036458216830e+01 1.313457683108072649e+00
0.000000000000000000e+00 7.442199999999996862e+01 1.003794799745754790e+04 8.552511746712846161e+02 2.153063879972514805e+00 1.847292836832258311e-01 2.191604325769876127e-02 2.776599147241445298e+00 1.522928842870250876e-01 1.006754617286022403e+04 1.714047253273379738e+03 2.198757568421499187e+01 8.922023487503029093e-01
0.000000000000000000e+00 9.836499999999995225e+01 5.896731783259874646e+03 5.851718563540364357e+02 7.515227021924106410e+00 1.185556001891566735e-01 1.652669105488861062e-02 2.262462226083004069e+00 7.908633694025457572e-02 1.964441145406052601e+04 3.864798494562298401e+03 3.290261344830266221e+00 5.896257782399112468e-01
0.000000000000000000e+00 6.378899999999998727e+01 6.103792593969764312e+03 5.671665684662203830e+02 5.301487830575143612e+00 1.249974941935939610e-01 2.024040682327415963e-02 2.230737284248660135e+00 9.483134861034492324e-02 1.397113871721452597e+04 3.093381401836561054e+03 6.540984005135280555e+00 7.096889988292085505e-01
