# 			 time 				 redshift 				fof_bound_mass 		 fof_field_mass 			fof_bound_lumi 		 fof_field_lumi 			prof_bound_mass 		 profiler_field_mass 			prof_bound_lumi 		 prof_field_lumi 		
3.887243988370288434e+02 1.184285028714102417e+01 8.641537892380329140e+03 3.108913041962964598e+03 3.292101073986429102e+36 7.183862197171745797e+35 8.203409220443461891e+03 3.547041713899830938e+03 3.183801605834734044e+36 8.266856878688700810e+35
3.889437590393399660e+02 1.183804244176722698e+01 8.646539361238044876e+03 3.097909810475961876e+03 3.247532718451678278e+36 7.052840162296736322e+35 6.701968269353876167e+03 5.042480902360130131e+03 2.880421995377186562e+36 1.072394739304165201e+36
3.891594709118035098e+02 1.183330809377301307e+01 8.427475025269546677e+03 3.309972090043551361e+03 3.146890514269557304e+36 7.366339593884498384e+35 6.139803169745338892e+03 5.597643945567760056e+03 2.240709438977048823e+36 1.642815034680958909e+36
3.893784635031016137e+02 1.182848039108886518e+01 8.535506752596485967e+03 3.193938012544307185e+03 3.114816754123227798e+36 6.969910459969208738e+35 6.050777024077833630e+03 5.678667741062960886e+03 2.152264961548694387e+36 1.659542838571454876e+36
3.895990777880564906e+02 1.182362060936325676e+01 8.521502639794947754e+03 3.199939775173616908e+03 3.049991949478713740e+36 6.890003109107367607e+35 8.140390712836166131e+03 3.581051702132400351e+03 2.939792716590827860e+36 7.991995437986221981e+35
3.898167577092270903e+02 1.181882907455763210e+01 8.436477669213469198e+03 3.278962983125652499e+03 2.955011185760580165e+36 7.113862674318602757e+35 7.607234132602376121e+03 4.108206519736746486e+03 2.762082950762180764e+36 9.043145024302602664e+35
3.900233701499290646e+02 1.181430555737845012e+01 8.410470031153341552e+03 3.296968271013487538e+03 2.920825791446705096e+36 6.798767398883869679e+35 5.043481196131679098e+03 6.663957106035151810e+03 1.607933237590886807e+36 1.992769293744205552e+36
3.902298140759629064e+02 1.180979589515729167e+01 8.343450348459757151e+03 3.353985015991554974e+03 2.846896425119278476e+36 7.040815344867678176e+35 7.925327551953800139e+03 3.772107812497510622e+03 2.660486747412640866e+36 8.904912121934054270e+35
3.904371179141905372e+02 1.180527064144142457e+01 8.442479431842757549e+03 3.245953288664661613e+03 2.818551563201588641e+36 6.709227198933126327e+35 8.358454755032948015e+03 3.329977965474471148e+03 2.804565189289835406e+36 6.849090938050655723e+35
3.906408171649708265e+02 1.180082718582298185e+01 8.439478550528121559e+03 3.240951819806934964e+03 2.771670233678025183e+36 6.785062187740908365e+35 8.094377199344976361e+03 3.586053170990081526e+03 2.713758215083811097e+36 7.364182373683047745e+35
3.908515633501854154e+02 1.179623325423625957e+01 8.622532310720966052e+03 3.050896003213334552e+03 2.792838428231360451e+36 6.067107222374764752e+35 6.214825202611295026e+03 5.458603111323007397e+03 1.907931723842609650e+36 1.491617426626227424e+36
3.910682945798087076e+02 1.179151229604493700e+01 8.496495295506318143e+03 3.171931549570346760e+03 2.726240335208073268e+36 6.331703951491104056e+35 5.454601936236866095e+03 6.213824908839798809e+03 1.531482725098677211e+36 1.827928005258506537e+36
3.912729082838821455e+02 1.178705848405265755e+01 8.515500877165666680e+03 3.142923030195525826e+03 2.672287150673284816e+36 6.397195990456569738e+35 6.511912452760305314e+03 5.146511454600886282e+03 1.903250828507945771e+36 1.408755921210995576e+36
3.914758855839683633e+02 1.178264335488507975e+01 8.422473556411832760e+03 3.226947707005292614e+03 2.615287595201940802e+36 6.617856659196954688e+35 6.668958574892836623e+03 4.980462688524288751e+03 1.993436220986422554e+36 1.283637040135213643e+36
3.916782014335132658e+02 1.177824564647189476e+01 8.436477669213536501e+03 3.206941831574411935e+03 2.603510393706831128e+36 6.348512359710389051e+35 6.126799350715305991e+03 5.516620150072640172e+03 1.734473588787765334e+36 1.503888040890104847e+36
3.918847776747903708e+02 1.177378497424053272e+01 8.277430959537903618e+03 3.356985897306247807e+03 2.487949726520520802e+36 6.958091001683804749e+35 6.249835484615446148e+03 5.384581372228705732e+03 1.741286269491596070e+36 1.442472557197305502e+36
