# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
6.028228885817434275e+02 8.587255812332584171e+00 7.105999999999994543e+00 9.002643943908108781e+01 1.143516694687685402e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.522009999999999650e+02 5.851718563540267724e+02 1.555655241663494133e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.937239999999999895e+02 8.102379549517297619e+01 1.761320124873296020e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.460329999999999586e+02 8.102379549517296198e+01 2.179542138251349413e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.423929999999999723e+02 8.102379549517297619e+01 2.269587120306369982e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.446599999999999682e+02 7.022062276248325361e+02 1.959787726388189129e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.969200000000000728e+01 7.322150407711928892e+02 8.455581009107172244e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.434769999999999754e+02 9.002643943908108781e+01 2.502357171254914713e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.439169999999999732e+02 7.202115155126486457e+01 1.970151601150997244e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.434769999999999754e+02 1.260370152147135343e+02 3.502782651305443397e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.434769999999999754e+02 7.202115155126486457e+01 1.914472975455596585e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.437690000000000055e+02 1.080317273268973111e+02 2.841126862190703406e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.434769999999999754e+02 3.113514393312041648e+04 2.938244909059838877e+36
0.000000000000000000e+00 0.000000000000000000e+00 1.437690000000000055e+02 1.800528788781621756e+02 5.055971878810671424e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.436869999999999266e+02 9.002643943908108781e+01 2.507008440167019628e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.436869999999999266e+02 1.080317273268973111e+02 2.805810560596991021e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.437690000000000055e+02 9.902908338298917101e+01 2.751170877297524765e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.509259999999999877e+02 1.044306697493341062e+03 2.794941735828531798e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.028899999999998727e+01 1.150337837277146917e+02 3.110939998479358181e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.934789999999999566e+02 7.202115155126489299e+01 1.458238488265367366e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.028899999999998727e+01 1.810531726497074771e+02 5.238768950701379379e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.028899999999998727e+01 8.502497058135435282e+01 2.052969042563154150e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.608750000000000000e+02 8.102379549517291935e+01 2.106744902814123521e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.434769999999999754e+02 7.202115155126483614e+01 1.982663316624135098e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.485019999999999527e+02 4.231242653636805926e+02 1.150947199432278052e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.934789999999999566e+02 8.102379549517300461e+01 1.697557534194519249e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.428529999999999518e+02 1.080317273268972826e+02 2.853476958058358243e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.428529999999999518e+02 2.250660985977026769e+02 6.220231105834188430e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.436869999999999266e+02 7.202115155126486457e+01 2.008229031483640720e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.436869999999999266e+02 1.800528788781621756e+02 4.679735451633085908e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.554959999999999809e+02 8.102379549517297619e+01 2.169473648456141259e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.554959999999999809e+02 7.202115155126486457e+01 1.898092897549947776e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.437690000000000055e+02 7.302144532281020872e+01 3.456948389608957294e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.463649999999999523e+02 7.202115155126486457e+01 3.292644187658485338e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.724699999999995725e+01 2.652779082138255944e+03 5.710771992698884647e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.575419999999999732e+02 7.742273791760973154e+02 1.986993143172565300e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.486829999999999927e+02 3.880139539824395797e+03 1.049506487075072330e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.431829999999999927e+02 8.102379549517294777e+01 2.243648308186044127e+33
0.000000000000000000e+00 0.000000000000000000e+00 6.219399999999995998e+01 3.006883077265308202e+03 2.468773784793037088e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.439169999999999732e+02 1.170343712708054085e+02 3.215339420437298598e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.463649999999999523e+02 7.202115155126486457e+01 1.947026747128400658e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.176599999999996271e+01 2.738804346491154774e+03 7.611053540217009415e+35
0.000000000000000000e+00 0.000000000000000000e+00 2.176599999999996271e+01 1.420417155594390124e+02 3.283501345397528440e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.925209999999999582e+02 7.302144532281019451e+01 6.534375642992037976e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.805999999999994543e+01 1.480434781887111058e+02 3.985001241809049085e+34
