# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.522799999999999727e+02 5.754000000000019988e+00 4.169224439801248809e+04 2.381699470049488809e+03 1.469467789404994562e+01 3.219143031282816758e-01 3.940213346522299098e-02 1.759555193175200261e+00 6.068690195326353204e-02 9.654559347815273213e+03 1.197031435664942592e+03 2.319528513751188825e+01 3.987926058709571731e+00
0.000000000000000000e+00 2.333499999999998309e+01 5.858720619941073892e+03 1.772520563178366956e+03 1.013742991019327810e+01 1.785775795956649481e-01 1.567018604893866129e-02 2.635374969439187698e+00 7.881989180931607553e-02 1.548303568013036784e+04 2.091592358368053738e+03 7.381796469618850942e-01 3.201591839176531895e-01
0.000000000000000000e+00 1.000000000000000000e+00 1.390908489333793477e+04 9.822884836575374266e+02 1.090014802004239058e+00 1.720322462877893199e-01 1.794331049179263837e-02 3.786459138496104604e+00 3.311854291039774134e-01 1.171681676569814954e+04 2.026495424285651097e+03 2.154625858369323765e+01 8.414509063843530479e-01
0.000000000000000000e+00 1.000000000000000000e+00 1.532550087384613653e+04 4.401292594799558628e+02 4.296170236277993659e+00 7.240084651615077971e-02 1.508105059275701570e-02 2.156944980644125209e+00 8.058234544450386394e-02 4.094737804934654559e+04 1.217710850288258007e+04 1.225177374986928669e+01 8.057913257407517404e-01
0.000000000000000000e+00 5.754000000000019988e+00 5.768494121748507314e+04 1.189349294367425728e+03 7.331216492400359774e-01 2.507709522665128032e-01 3.473212206781000483e-02 3.596397441584831878e+00 5.574482709391299640e-01 3.556918417971339750e+03 7.503408810309352930e+02 1.470533776868900020e+02 2.168435813485238839e+00
0.000000000000000000e+00 4.603999999999984993e+00 2.858639540322289758e+04 1.092320798527526676e+03 1.729083374344674962e+00 1.878825517778842102e-01 2.464675714888520108e-02 2.651045094703926353e+00 1.612385425121339311e-01 1.085245432895161866e+04 2.067787370502621798e+03 6.024628656032893304e+01 1.630415394919323191e+00
0.000000000000000000e+00 2.531000000000005912e+00 2.970972530866890520e+04 2.027595474922432686e+03 6.756429844187292311e+00 6.858633626457953936e-01 1.119405596178993378e-01 1.868555423600157805e+00 1.405442930564419768e-01 1.583545950044363053e+03 2.497564072108934283e+02 4.347957668488775340e+01 4.007144192711831643e+00
0.000000000000000000e+00 1.454399999999998272e+01 1.441723412928294601e+04 9.482784954249955263e+02 2.708038144668300173e+00 1.438823859294286189e-01 1.771676430345638098e-02 2.593470665273208464e+00 1.142776037317984328e-01 1.759169138395104528e+04 3.177724567154269153e+03 1.739253428352875019e+01 8.902121271457434926e-01
0.000000000000000000e+00 2.220299999999997453e+01 3.295967977241933113e+03 5.381580490914003576e+02 1.113554525003872442e+01 1.011971555993179672e-01 1.519893031236317291e-02 2.480240400583250349e+00 9.034933616144598389e-02 2.260824940653294107e+04 5.287964377003103436e+03 3.906387318018377797e-01 2.243463676268205587e-01
0.000000000000000000e+00 9.831999999999993634e+00 6.943039068296251571e+03 5.761692124101236914e+02 5.550919733844213333e+00 8.322758721036883911e-02 1.593071582347532766e-02 2.154843382119413508e+00 8.331431130173551358e-02 2.955036041457550527e+04 8.073481958625877269e+03 6.932615232137154138e+00 7.829607153979973866e-01
0.000000000000000000e+00 3.242000000000018645e+00 1.427619270749506359e+04 3.400998823254203671e+02 2.145747398928937510e+00 9.227446237166361809e-02 2.761295044107312316e-02 2.144781484670851501e+00 1.413203168559453715e-01 1.309968073458848812e+04 5.466713718352038086e+03 3.068627124353436386e+01 1.252786539887386308e+00
