# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.414300000000000068e+02 1.248799999999999955e+01 6.273842535132334888e+03 1.572461808869278229e+03 1.051521528940847539e+01 1.692942830929612397e-01 1.462765632457885441e-02 2.639005393047042070e+00 7.423785808629511374e-02 2.063231222472474474e+04 2.719124620782558395e+03 7.644851308283964197e-01 3.287269413119180417e-01
0.000000000000000000e+00 1.248799999999999955e+01 6.231830196727480597e+02 3.901145709026834396e+01 4.645855686455011124e+00 8.560253050068431513e-01 5.000917212630521469e+00 2.046604954986132707e+00 3.451585320769218423e+00 2.217295526769878933e+01 1.714194499133845397e+02 1.349096530578180797e+00 9.292504184494896347e-01
0.000000000000000000e+00 1.358899999999999864e+01 4.025182136698432259e+03 1.087319329669787066e+03 3.731053393421420061e+00 2.269015396018039254e-01 2.408874192123132071e-02 2.932109241457694804e+00 1.469750682847781875e-01 6.692633518616015863e+03 1.087199968872831278e+03 3.639834349767753885e+00 3.999436652218327781e-01
0.000000000000000000e+00 3.319300000000004047e+01 9.172693885070789293e+02 5.401586366344849210e+01 1.462652248210733363e+00 3.645929420083846018e-02 2.382831953467118922e+02 2.009977629570470103e+00 1.384424630790010902e+01 2.261369685145855783e+03 2.957972405085368454e+07 2.706938805517649094e+00 9.449657770301584936e-01
0.000000000000000000e+00 1.135599999999999454e+01 5.279550526216278740e+03 7.712264978614589381e+02 3.132782019294628739e+00 1.367272532301997967e-01 1.750600216786506874e-02 2.704514760468905710e+00 1.281755410718257160e-01 1.641553810456853898e+04 3.150830187531605588e+03 6.884159012970303415e+00 5.400002496877774893e-01
0.000000000000000000e+00 3.277100000000001501e+01 5.495613980870060914e+03 6.411883075605646809e+02 2.153482124406528087e+00 1.395129108203714552e-01 2.019995709737062647e-02 2.847461115517319730e+00 1.740728575497194341e-01 1.259151688971104886e+04 2.760692517623660478e+03 1.039069908369431872e+01 6.150764317886161514e-01
0.000000000000000000e+00 3.107600000000002183e+01 2.340387337284660680e+04 7.292141594565546256e+02 8.058108136423836498e+00 9.720097091986207305e-02 1.764865143893393565e-02 1.776332673309128252e+00 5.401954177489147468e-02 3.082808349326041571e+04 6.703438873815844090e+03 2.408804666970882380e+01 2.122748183447733528e+00
0.000000000000000000e+00 3.145200000000000173e+01 7.542215037451879880e+02 3.000881314636026787e+01 1.331602130414271778e+00 3.963539130766173813e-01 5.771809261757706366e+00 3.511410996969639875e+00 2.196906157342791488e+01 8.795200112392734582e+01 1.938914450985609847e+03 2.461111756167921882e+00 3.594711028931272256e-01
0.000000000000000000e+00 6.590000000000031832e+00 4.891436542856721417e+02 4.801410103417641295e+01 2.430103663929013447e+00 1.027238437531834692e-01 3.482797570233034179e+01 2.710478012299661454e+00 5.004875844723598810e+00 2.790646122673245827e+03 2.527053724572101608e+06 1.053372397070007960e+00 3.551891457855564371e-01
0.000000000000000000e+00 3.697000000000002728e+00 2.162435075326760852e+04 1.365400998159392202e+03 1.491992782322958178e+00 1.565764043300689745e-01 1.617441914382279980e-02 2.994517146780713013e+00 1.695904997678978343e-01 1.904101741540994408e+04 3.038230612228219798e+03 4.451014019908244279e+01 1.247768706802804939e+00
