# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
5.729934125758480832e+02 8.917162599549422808e+00 8.041400000000004411e+01 3.511031138124214408e+02 2.132412365394314430e+34
0.000000000000000000e+00 0.000000000000000000e+00 8.769400000000007367e+01 5.041480608588614700e+02 2.661877265279707247e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.520630000000000734e+02 8.102379549517416990e+01 2.149030154621860466e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.749300000000005184e+01 3.791113394156914183e+02 7.451654236280858352e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.826000000000010459e+01 9.102673321062778200e+01 1.166884064903722922e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.430300000000000296e+02 1.090320210984442326e+02 1.509866898392298347e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.463720000000000709e+02 4.681374850832287962e+02 1.310554928436081634e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.535370000000000346e+02 1.539452114408308944e+03 4.050685830140723117e+34
0.000000000000000000e+00 0.000000000000000000e+00 5.096800000000007458e+01 3.871136895880543420e+02 3.895399799422678730e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.702500000000009095e+01 1.110326086415349494e+02 1.984313619793537399e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.684000000000003183e+01 3.340981196961502633e+02 6.301577612408364672e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.711700000000007549e+01 7.302144532281130296e+01 1.610524802356360311e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.154300000000000637e+01 1.511443888805037886e+03 2.783818490264022990e+35
0.000000000000000000e+00 0.000000000000000000e+00 3.146100000000001273e+01 7.502203286590200548e+01 1.767809761004651928e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.924400000000002819e+01 1.020299646976267383e+02 1.561123421035829337e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.847400000000004638e+01 8.502497058135558916e+01 1.699834040844928123e+34
