# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.457699999999999818e+02 1.682599999999996498e+01 6.052777611620944299e+03 1.651485016821394538e+03 9.977842984046541019e+00 1.953217043526859209e-01 1.614225874880408432e-02 2.764364351746136705e+00 8.428089545574803110e-02 1.593108057887315226e+04 2.023555759706271147e+03 6.038674701438067061e-01 2.850581890786312855e-01
0.000000000000000000e+00 1.682599999999996498e+01 7.702262040899294959e+01 3.901145709026916819e+01 9.263144581147981882e+08 1.847327108676819971e-02 5.056336048970234174e+02 1.873461054639763201e+00 1.119135577829807815e+01 1.241784036755011948e+04 6.360310125192222595e+08 2.231724932233988415e-16 1.125219304035784518e+00
0.000000000000000000e+00 1.682599999999996498e+01 1.810531726497107456e+02 2.900851937481553122e+01 3.742449761422670385e+00 2.058284494499350026e-01 3.109143506674429318e+03 3.921861626584548510e+00 3.171587320745486238e+01 1.186007504920195606e+04 7.015335600897736549e+08 2.722307558587285792e-01 2.910422159020475963e-01
0.000000000000000000e+00 1.569399999999996176e+01 3.425005873771337065e+03 7.392170971720235002e+02 9.069902248763556329e+00 1.243480472283268468e-01 1.740292139703019519e-02 2.479194200696551054e+00 9.446592295319053423e-02 1.606747235639179416e+04 3.402005378487575854e+03 7.732473882174331070e-01 2.890647837791138208e-01
0.000000000000000000e+00 1.569399999999996176e+01 4.141216214197803538e+02 3.801116331872380272e+01 3.803475538861103011e+00 4.597620282900616306e-02 1.450892493069257512e+02 2.375438805899144690e+00 7.872653913838966844e+00 1.030653723765511859e+04 7.692889401810267568e+07 5.739529955318966037e-01 5.976270396682102914e-01
0.000000000000000000e+00 1.569399999999996176e+01 3.655073441226772047e+03 3.801116331872380272e+01 1.028063273969709313e+00 1.254717475182420272e-01 1.224900163806697293e+02 3.887899495661334637e+00 1.544829504429751488e+01 6.359414293288571571e+03 2.392759374618728831e+07 3.571333791853060546e+00 3.681543663744472616e-01
0.000000000000000000e+00 8.768000000000000682e+01 3.491025262693315767e+02 3.901145709026916109e+01 2.916886944375133517e+00 1.794828474162721843e-01 2.539707254986902285e+02 3.119049793415420435e+00 1.045306559618686570e+01 1.854852294227378934e+03 8.137917080364240333e+06 6.200401321533007826e-01 3.279449054541094810e-01
0.000000000000000000e+00 1.792699999999996407e+01 3.205941537802898893e+03 5.671665684662209514e+02 1.015264173740586173e+01 1.293585923210169020e-01 2.059294947494732728e-02 2.414661807216964551e+00 1.009441133081985659e-01 1.236759607603937729e+04 2.924090335365815463e+03 6.577210069202235054e-01 3.159607874203637090e-01
0.000000000000000000e+00 1.792699999999996407e+01 2.866841949249014760e+03 3.901145709026916819e+01 9.287300275229894986e-01 8.996612975401377388e-02 1.063501260947095872e+01 3.644849011714797360e+00 2.372498343997671100e+01 4.675902887673620171e+03 1.850024523794311332e+06 1.886348166000497928e+00 3.101836311769543553e-01
0.000000000000000000e+00 8.034999999999968168e+00 6.741980020215752347e+02 2.900851937481553477e+01 6.265523680039117416e+00 1.971623478309709465e-01 6.996594284857663437e-01 1.774270351680409252e+00 7.644738300764721828e-01 2.360899066259870551e+02 1.144120587878612241e+03 1.018541758091151772e+00 5.527724295665401577e-01
0.000000000000000000e+00 8.768000000000000682e+01 1.171344006479621157e+03 4.501321971954134682e+01 1.697377999635824963e+01 6.074430510635085018e-02 7.206083476228947182e-02 1.807670744587051015e+00 1.913881338005960220e-01 4.751559916755878476e+03 8.010451390757288209e+03 3.595784335875711890e-01 3.930534790244136767e-01
0.000000000000000000e+00 8.034999999999968168e+00 4.558338716932214993e+03 1.093321092299081101e+03 7.368574371409611246e+00 1.344212959578791611e-01 1.443591233670890768e-02 2.657214212743179260e+00 8.503811471343883377e-02 2.133930094604012265e+04 3.662309955487463412e+03 1.022184014225190340e+00 2.829903068919659703e-01
0.000000000000000000e+00 1.092799999999999727e+01 3.515032313210419034e+03 7.022062276248448143e+02 2.975047554358488444e+00 1.135691292565367133e-01 1.452772577972408739e-02 2.908876933049094227e+00 1.418501657936510896e-01 2.181644143941619041e+04 4.509607027261194162e+03 3.268242894832313450e+00 3.515559438935481618e-01
0.000000000000000000e+00 3.710899999999998045e+01 1.440423031025323439e+02 3.601057577563308598e+01 9.259581027665646502e+00 6.622576474169222793e-01 3.520983240272272496e+00 2.192453341796400057e+00 2.949312694437906668e+00 2.118913908701392401e+01 1.656774149725098653e+02 1.300803781290492400e-01 3.565114180597565574e-01
0.000000000000000000e+00 1.092799999999999727e+01 1.132332549389351470e+03 2.700793183172480383e+01 1.218047292603448017e+00 3.660114761866220534e-02 6.852657011074051070e+02 2.292467462957997082e+00 1.901693310104633738e+01 5.207721817162661864e+03 2.231213957576285601e+08 3.372975401928467232e+00 7.914791525665331173e-01
0.000000000000000000e+00 1.000000000000000000e+00 3.789112806613847624e+03 7.002056400817544102e+01 4.347056159305099487e+11 7.658596774706255550e-02 5.281565346734645727e-02 1.923585564690712291e+00 2.331221584471789288e-01 5.168442228569218059e+03 5.056134714573312522e+03 3.026152400086353092e-21 3.890178715008233423e-01
0.000000000000000000e+00 1.062079999999999700e+02 1.069314041781994320e+03 2.700793183172481449e+01 1.163513643955480958e+00 1.354990929022327206e-01 1.728011476701205993e+02 3.902970341301931434e+00 1.344998534205147678e+01 6.915726626828383814e+03 3.422909870162124932e+07 3.133565241210801489e+00 3.401761316869607588e-01
0.000000000000000000e+00 1.000000000000000000e+00 3.798115450557756049e+03 2.030596356237088003e+03 4.334635741551787567e+10 1.688860457007474780e+00 1.362309676647786849e-01 3.958121471408891701e+00 3.536621515712256580e-01 2.116645952750278923e+02 2.764585568735219212e+01 2.661775885564846680e-39 1.868229842737546831e-01
0.000000000000000000e+00 3.710899999999998045e+01 2.080611044814356774e+02 2.800822560327017996e+01 5.050640188335285607e+00 9.226760900587276104e-02 7.597409161462998782e+03 2.729569183867609272e+00 6.350436924685909901e+01 1.176552574606040071e+04 2.641359894427190781e+09 4.234782876238893934e-01 1.746219701089789078e+00
0.000000000000000000e+00 3.322999999999979082e+00 2.885847530908379667e+03 1.800528788781653589e+01 5.047591552670527282e-01 9.220062774157455898e-02 6.937048079227596808e+00 3.987807827641112635e+00 2.311938214468044350e+01 3.670102975003635947e+03 9.783174985178556526e+05 8.333274754651361249e+00 5.220917437016378004e-01
0.000000000000000000e+00 3.710899999999998045e+01 2.550749117440678049e+02 1.800528788781654299e+01 1.083324696904145412e+01 1.225634742398576046e-02 2.512141055344669383e+01 1.636118568362192383e+00 2.974358887163648379e+00 8.745408336683964080e+03 2.919591344467289001e+07 2.643307770782055699e-01 8.563145035990282761e-01
0.000000000000000000e+00 3.541399999999998727e+01 1.914162161229211779e+04 6.331859573882154564e+02 1.398973475819606405e+00 1.638401140901190045e-01 2.674867248848174922e-02 2.759333213391849782e+00 2.184045704230162532e-01 8.566371400783869831e+03 1.960525716716983879e+03 4.598819046489054330e+01 1.251685875262657621e+00
0.000000000000000000e+00 3.578999999999996362e+01 5.951747940694914405e+02 1.800528788781654299e+01 2.978985092353743536e+00 6.109681926808987334e-02 5.544199975065394170e+01 2.371391044352902266e+00 1.009641327846553693e+01 6.932911114979851845e+03 1.465183226439000107e+07 1.376817866998886863e+00 8.719319898796229484e-01
0.000000000000000000e+00 3.541399999999998727e+01 2.156233253943223099e+04 8.022356047793813332e+02 1.251518759294268079e+01 2.041847571474073586e-01 3.656940956881224447e-02 1.702896641614038531e+00 6.929469481301536726e-02 8.504474235222080097e+03 1.604454199562689610e+03 1.536397597614441146e+01 2.614538454189319072e+00
0.000000000000000000e+00 3.710899999999998045e+01 4.982463276067449442e+03 7.922326670639276927e+02 1.487854361565963179e+00 1.850951429581879359e-01 1.968707704281887419e-02 3.596193311598466558e+00 2.663597088606383667e-01 8.529925138634653194e+03 1.490585226657825160e+03 9.475108307274449970e+00 5.361773398954514658e-01
0.000000000000000000e+00 3.322999999999979082e+00 1.067513512993191216e+04 5.001468857726813866e+01 5.189148749705169150e-01 1.023685116011504859e-01 1.839167001582578120e-01 3.009700284146284321e+00 2.469532872486276176e+00 1.665158132257937950e+03 4.538433850075750343e+03 2.497977175991390908e+01 8.928882443914641920e-01
0.000000000000000000e+00 3.322999999999979082e+00 7.804292005596811578e+03 9.672840770843657765e+02 2.585788245706559074e+00 1.355440100758560640e-01 1.566554801900346683e-02 2.735308156424144155e+00 1.234367779344243271e-01 2.108544466912839562e+04 3.686410195411620862e+03 1.325194520662262576e+01 7.251114354932219896e-01
0.000000000000000000e+00 3.578999999999996362e+01 1.446424793654593259e+03 3.461016449546957574e+02 6.476861782282624880e+00 4.034757059464215145e-01 8.630040464063082339e-02 2.734853916464228263e+00 2.786157820587702449e-01 7.186675872256290631e+02 2.147580698878651617e+02 7.250089151177137037e-01 2.545105778806432406e-01
