# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.997799999999999727e+02 4.087399999999996680e+01 5.906734720976043900e+04 3.294967683470395059e+03 2.160831594624804808e+01 4.022020435971342955e-01 4.317785665702333908e-02 1.634223299837896715e+00 5.496009686354762225e-02 8.247711123388347914e+03 8.166943194513290791e+02 2.450320204391010748e+01 5.778146285329024856e+00
0.000000000000000000e+00 4.563999999999998636e+01 4.457609134138031368e+04 9.722855459420838997e+02 4.341997641505991545e+00 1.442198462427115857e-01 2.224695056201183088e-02 1.795762338261591484e+00 6.133231425961088723e-02 1.918565514863412682e+04 3.349558172773540718e+03 8.466758388528107560e+01 3.110471893744815919e+00
0.000000000000000000e+00 4.087399999999996680e+01 5.910235749176453828e+04 3.871136895880518978e+02 5.017400005218913606e+00 9.730360131943012469e-02 2.744641005618629268e-02 1.486747101471702415e+00 6.754064802911743937e-02 1.832587998172689913e+04 5.073475756418815763e+03 1.039991177918349905e+02 4.693809630945600553e+00
0.000000000000000000e+00 4.374500000000000455e+01 1.186648501184229826e+04 9.902908338299000661e+02 6.325118961859691247e+00 1.409556644065397546e-01 1.687155568827967272e-02 2.190790910848033679e+00 6.430887028459353338e-02 2.245021747550650980e+04 3.650679888628848857e+03 1.078921637178300053e+01 1.001577629941894365e+00
0.000000000000000000e+00 4.563999999999998636e+01 3.118215774038563177e+04 7.202115155126545005e+02 5.818304763937173218e-01 1.369562704147475884e-01 1.681494643535316399e-02 3.907182876153368234e+00 4.752232918547291129e-01 1.228152131719457429e+04 2.504327688936316918e+03 8.594306565251744701e+01 1.578501778446274262e+00
0.000000000000000000e+00 4.607999999999998408e+01 8.498495883049172335e+03 1.062311985381165641e+03 6.474550955775952410e+00 1.527745500322171823e-01 1.659718351526624780e-02 2.343394664208206635e+00 7.161195050272010920e-02 1.899741930548570235e+04 2.915092932984347954e+03 5.842287770012320358e+00 7.047149348518364498e-01
0.000000000000000000e+00 4.436299999999999955e+01 1.329690510515212009e+04 1.278375440034962139e+03 9.265762974619448185e+07 1.886468628903663625e-01 2.461767689684161639e-02 1.932930521436353688e+00 5.574484824905418662e-02 1.291956584533510249e+04 2.076667026541092582e+03 4.099501870329668713e-13 1.204712705020903218e+00
0.000000000000000000e+00 4.332599999999996498e+01 2.934761896337109647e+04 9.182696822786347184e+02 3.580807571667110523e+01 1.858494391788239330e-01 3.508047176448910592e-02 1.518912585431823503e+00 5.947508025813999510e-02 1.034893463224541847e+04 1.874324032176470155e+03 7.003856106594772868e+00 4.149691269212763878e+00
0.000000000000000000e+00 4.689499999999998181e+01 4.763398940098909407e+03 1.296380727922778533e+03 3.572528584689390829e+00 2.277425549605522348e-01 2.186449231493652751e-02 2.941900152627082932e+00 1.457137778135869366e-01 7.125271027631599281e+03 1.042227995399291103e+03 4.330768892668882764e+00 4.332183497593968258e-01
0.000000000000000000e+00 3.916999999999996618e+01 1.193750586962201669e+04 9.002643943908184383e+02 3.587301420864589691e+10 2.119768267863918476e-01 3.545372867443104259e-02 1.820056001076074681e+00 6.789046273111441765e-02 7.644979125480883340e+03 1.462569359722749823e+03 5.596865028252604341e-17 1.541340032576539620e+00
0.000000000000000000e+00 5.210699999999997090e+01 6.283845472847811834e+03 6.842009397370222814e+02 5.580811119684046417e+00 1.379744204884268965e-01 2.103865922597762325e-02 2.263504509841628209e+00 9.218338299980215200e-02 1.334742573830357833e+04 2.790294317636889446e+03 6.153253869602862025e+00 6.946445833263921177e-01
0.000000000000000000e+00 7.083799999999996544e+01 5.338567858737473216e+03 1.134333136932430989e+03 1.064736069865490364e+01 1.890991407625594867e-01 1.935866259860935870e-02 2.546385193252962864e+00 8.312682189328962634e-02 1.227894915522944757e+04 1.858579871561288655e+03 8.562396087832285785e-01 3.795597703156194380e-01
