# snap_num	t[myr]	redshift	mvir[msun]	rvir[pc]	m_star[msun]
1.402000000000000000e+03 6.409246772463360458e+02 8.203347169017952467e+00 1.902158345509869456e+08 3.267699541938218317e+03 6.280494488713294268e+05
1.403000000000000000e+03 6.411320614278471339e+02 8.201361572480516671e+00 1.876901270801609457e+08 2.705064932071282328e+03 6.279964333014317090e+05
1.404000000000000000e+03 6.413532151813745941e+02 8.199245083170866977e+00 1.909319929502303004e+08 3.252072902023943243e+03 6.408101965149295283e+05
1.405000000000000000e+03 6.415884878327250362e+02 8.196994541581776872e+00 1.874819414989838898e+08 2.700761316844539124e+03 6.438000745980725624e+05
1.406000000000000000e+03 6.417940224999263137e+02 8.195029364857973064e+00 1.867741105229872763e+08 2.706950376801171842e+03 6.437440581468690652e+05
1.407000000000000000e+03 6.420132848921490449e+02 8.192933858985437467e+00 1.875502263696127534e+08 2.477573531498561351e+03 6.436870414018984884e+05
1.408000000000000000e+03 6.422462629062611086e+02 8.190708318310710112e+00 1.864759887707429528e+08 2.864118109774799905e+03 6.436170208378806710e+05
1.409000000000000000e+03 6.424482689014608923e+02 8.188779512299529273e+00 1.865309497641755939e+08 2.870240396827244695e+03 6.435690067368544405e+05
1.410000000000000000e+03 6.426670834681218594e+02 8.186704757514549513e+00 1.870888871217257977e+08 3.253511664046453006e+03 6.435309955735321855e+05
1.411000000000000000e+03 6.429020431115291103e+02 8.184479675530319298e+00 1.892073835957705975e+08 2.879575888206210493e+03 6.434859823538144119e+05
1.412000000000000000e+03 6.431240138289751940e+02 8.182373417495160339e+00 1.866142239966460764e+08 2.873582679327020287e+03 6.434349673714676173e+05
1.413000000000000000e+03 6.433298233406242161e+02 8.180411897329102899e+00 1.868515555591853857e+08 2.707190276387385438e+03 6.433929550330589991e+05
1.414000000000000000e+03 6.435467321225961541e+02 8.178345499568631993e+00 1.868632139517318904e+08 3.245233768219740796e+03 6.433429403444842901e+05
1.415000000000000000e+03 6.437721555619648370e+02 8.176198971788537051e+00 1.880332169179377556e+08 2.756033167912155022e+03 6.432989274185296381e+05
1.416000000000000000e+03 6.439765954028197257e+02 8.174253122084943257e+00 1.889367423402432799e+08 2.752472907515746101e+03 6.432579153739057947e+05
1.417000000000000000e+03 6.441798712328702550e+02 8.172319169429977492e+00 1.895871140958347321e+08 3.217334599627781699e+03 6.432249056794393109e+05
1.418000000000000000e+03 6.444102301158490036e+02 8.170128535734527020e+00 1.886311259070738554e+08 3.225001166464118796e+03 6.431838936347996350e+05
1.419000000000000000e+03 6.446156238572502843e+02 8.168176194180222893e+00 1.917214326740491688e+08 2.899928008448445780e+03 6.431528845278901281e+05
1.420000000000000000e+03 6.448548377106895941e+02 8.165903427921762159e+00 1.874944326338574886e+08 2.509511920042263228e+03 6.431208751272038789e+05
1.421000000000000000e+03 6.451065845219177390e+02 8.163512802880287467e+00 1.878999781459857523e+08 2.636674744333201033e+03 6.430858648451922927e+05
1.422000000000000000e+03 6.453203852490676127e+02 8.161483498510348156e+00 1.902924468448586762e+08 2.883444610861276033e+03 6.430328492753043538e+05
1.423000000000000000e+03 6.455480430157598448e+02 8.159323656926501300e+00 1.863069420788301229e+08 2.509397206890724192e+03 6.429918372306710808e+05
1.424000000000000000e+03 6.457572937074633046e+02 8.157339345495900673e+00 1.871763250658195317e+08 2.452880571177364345e+03 6.429548263611224247e+05
1.425000000000000000e+03 6.459666929334466658e+02 8.155354486030804040e+00 1.876243404365112484e+08 2.462974483107839660e+03 6.429208163728944492e+05
1.426000000000000000e+03 6.461793411489086338e+02 8.153351626345520131e+00 1.868915271907722354e+08 2.510834452173984573e+03 6.428838055033463752e+05
1.427000000000000000e+03 6.464165968431834699e+02 8.151121148488959633e+00 1.886269621954521239e+08 2.690746750147185139e+03 6.428497955151097849e+05
1.428000000000000000e+03 6.466505321010004081e+02 8.148922950645602015e+00 1.880548682183803320e+08 2.688976720948372076e+03 6.428047822953871218e+05
1.429000000000000000e+03 6.468751124695583030e+02 8.146813650356842018e+00 1.889142582974736989e+08 2.680998989614594393e+03 6.427647705445253523e+05
1.430000000000000000e+03 6.471063871024688297e+02 8.144642492584811322e+00 1.885620082941246331e+08 2.683778593870828900e+03 6.427327611438365420e+05
1.431000000000000000e+03 6.473201910516929729e+02 8.142636262601111952e+00 1.888351477766284943e+08 2.670917523450025328e+03 6.427017520369230770e+05
1.432000000000000000e+03 6.475548132044491467e+02 8.140435697731771114e+00 1.906438641058841646e+08 2.730763645560955865e+03 6.426607399922923651e+05
1.433000000000000000e+03 6.477731158484018579e+02 8.138387339561049316e+00 1.913200508735405505e+08 2.730309484603294550e+03 6.426187276538787410e+05
1.434000000000000000e+03 6.479742237787046406e+02 8.136488987026273989e+00 1.900742683557839096e+08 2.744517828735876719e+03 6.425847176656436641e+05
1.435000000000000000e+03 6.482108826683062262e+02 8.134256062147770194e+00 1.928023322115124762e+08 2.655106908354969619e+03 6.425467065023300238e+05
1.436000000000000000e+03 6.484294559114754293e+02 8.132194748324234723e+00 1.914865993384841979e+08 2.643564172491126101e+03 6.425116962203334551e+05
1.437000000000000000e+03 6.486398944094896706e+02 8.130211030267968653e+00 1.922260745228179991e+08 2.574413973386820999e+03 6.424846882884933148e+05
1.438000000000000000e+03 6.488469877751776949e+02 8.128259686608730661e+00 1.916831265271118581e+08 2.576442101016831657e+03 6.424506783002624288e+05
1.439000000000000000e+03 6.490549249189592729e+02 8.126301231446035445e+00 1.930754716940148473e+08 2.488655108736359125e+03 6.424196691933429101e+05
1.440000000000000000e+03 6.492832849182552764e+02 8.124151391699486524e+00 1.939331962884596586e+08 3.215824375819258876e+03 6.423736556798540987e+05
1.441000000000000000e+03 6.495080981825949493e+02 8.122035930979238927e+00 1.956619693545437455e+08 2.797852417188395066e+03 6.423356445165374316e+05
1.442000000000000000e+03 6.497459628779754439e+02 8.119810697266114374e+00 1.936675514868804812e+08 2.486688678626698675e+03 6.422986336469915695e+05
1.443000000000000000e+03 6.499481586283146726e+02 8.117923746831351650e+00 1.944994610692580938e+08 2.482411966480160117e+03 6.422726260089293355e+05
1.444000000000000000e+03 6.501584984585803113e+02 8.115961621915596780e+00 1.933319563300222456e+08 2.489625947341186929e+03 6.422376157269184478e+05
1.445000000000000000e+03 6.503831435830829832e+02 8.113866984480367250e+00 1.909686336125172079e+08 2.486204421514038131e+03 6.422106077950925101e+05
1.446000000000000000e+03 6.506079118435403643e+02 8.111772162068877634e+00 1.932778280789172053e+08 2.825198409188949427e+03 6.421765978068558034e+05
1.447000000000000000e+03 6.508110052263737089e+02 8.109880175803473534e+00 1.970726348525908589e+08 3.147726959176314267e+03 6.421575922252028249e+05
1.448000000000000000e+03 6.510140480007275983e+02 8.107989446253506927e+00 1.966212885126013160e+08 3.143018373765113211e+03 6.421285837058264297e+05
1.449000000000000000e+03 6.512227213762896554e+02 8.106047102281930705e+00 1.946160449947170019e+08 2.479362744868866685e+03 6.421005754802247975e+05
1.450000000000000000e+03 6.514551477802269801e+02 8.103884638757472558e+00 1.912467695489664078e+08 2.959658648680491297e+03 6.420745678421574412e+05
1.451000000000000000e+03 6.516721902899749921e+02 8.101866232023064995e+00 1.912567624568644166e+08 2.958672790232734769e+03 6.420465596165590687e+05
1.452000000000000000e+03 6.519043961417751234e+02 8.099707803133322059e+00 1.950174267952235937e+08 2.954865830187337451e+03 6.420035469843843020e+05
1.453000000000000000e+03 6.521418482853596288e+02 8.097501666659027819e+00 1.959734149839831293e+08 2.593698707986737190e+03 6.419735381712394301e+05
1.454000000000000000e+03 6.523695178897894493e+02 8.095387422745259798e+00 1.913883357441664934e+08 2.599879479747408368e+03 6.419305255390569801e+05
1.455000000000000000e+03 6.526061801254325019e+02 8.093181827897804936e+00 1.952689149772834480e+08 2.468269027265300338e+03 6.418955152570559876e+05
1.456000000000000000e+03 6.528173535801164462e+02 8.091208243919638221e+00 1.969552181848054230e+08 2.548762334164614003e+03 6.418625055625896202e+05
1.457000000000000000e+03 6.530384356060766322e+02 8.089142974181712020e+00 1.920920030085399449e+08 2.511117489858481804e+03 6.418204932241848437e+05
1.458000000000000000e+03 6.532505026897764537e+02 8.087168556668634878e+00 1.922585514734818339e+08 2.514942683479423522e+03 6.417854829421850154e+05
1.459000000000000000e+03 6.534644045894913233e+02 8.085186778129127561e+00 1.903873794698759317e+08 2.450248399187180439e+03 6.417514729539585533e+05
1.460000000000000000e+03 6.536745007057638759e+02 8.083241101053111777e+00 1.898993924675983191e+08 2.411025587910045488e+03 6.417144620844055898e+05
1.461000000000000000e+03 6.538958822195822904e+02 8.081191812664492602e+00 1.955545455946561098e+08 2.493872111805615987e+03 6.416834529774868861e+05
1.462000000000000000e+03 6.541277014960693350e+02 8.079046894684399405e+00 1.959042973710305691e+08 2.494642588063810308e+03 6.416544444581094431e+05
1.463000000000000000e+03 6.543534187333674481e+02 8.076959409440620519e+00 1.955687022141777277e+08 2.498473594767464874e+03 6.416174335885705659e+05
1.464000000000000000e+03 6.545740097556046067e+02 8.074920259881645634e+00 1.953005591856229603e+08 2.499510797534723679e+03 6.415834236003363039e+05
1.465000000000000000e+03 6.547942335215750518e+02 8.072885418952772341e+00 1.960067246769722998e+08 2.502848221347900562e+03 6.415514141996505205e+05
1.466000000000000000e+03 6.550255747054565063e+02 8.070748836992331476e+00 1.904273511014581621e+08 2.439066919427824359e+03 6.415174042114050826e+05
1.467000000000000000e+03 6.552468836655040150e+02 8.068705850523647527e+00 1.905830739161802828e+08 2.349732062287047484e+03 6.414903962795821717e+05
1.468000000000000000e+03 6.554867341428179088e+02 8.066492739221100550e+00 1.908478859754342139e+08 2.405750288675993943e+03 6.414573865851162700e+05
1.469000000000000000e+03 6.557164078567682282e+02 8.064374541535556773e+00 1.951539965364730060e+08 2.445977839073079849e+03 6.501139288840676891e+05
1.470000000000000000e+03 6.559372305576845292e+02 8.062338906603274680e+00 1.958335142734299302e+08 2.450831852540953150e+03 6.521145164271560498e+05
1.471000000000000000e+03 6.561463446179178618e+02 8.060412049454624750e+00 1.950773842426010370e+08 2.446278174451834275e+03 6.526816829956270522e+05
1.472000000000000000e+03 6.563893736348404673e+02 8.058173716133822495e+00 1.913350402353868783e+08 2.375710569005718753e+03 6.536189582595688989e+05
1.473000000000000000e+03 6.566259293331775098e+02 8.055996064928311995e+00 1.913466986279328763e+08 3.168494331443510418e+03 6.535889494464229792e+05
1.474000000000000000e+03 6.568277593295050565e+02 8.054141426434163975e+00 1.899976560619138479e+08 2.361145828089798670e+03 6.545102200100162299e+05
1.475000000000000000e+03 6.570339453918239769e+02 8.052258919988153352e+00 1.911260219118852913e+08 3.161640628446897608e+03 6.544892138408098835e+05
1.476000000000000000e+03 6.572405195259618722e+02 8.050373583716323722e+00 1.920961667201660872e+08 3.160925663588100633e+03 6.544572044401257299e+05
1.477000000000000000e+03 6.574530192541275255e+02 8.048420850634906643e+00 1.904323475554072261e+08 2.559729494307672212e+03 6.544301965082869865e+05
1.478000000000000000e+03 6.576912878220214225e+02 8.046232320707630947e+00 1.961491236144928634e+08 2.560261546463874311e+03 6.557335792926085414e+05
1.479000000000000000e+03 6.579143613442025753e+02 8.044184318725633887e+00 1.986415213923312426e+08 2.553749044957711249e+03 6.589795325812812662e+05
1.480000000000000000e+03 6.581495144615574873e+02 8.042026419678396820e+00 1.979844876981390119e+08 2.555077706698798011e+03 6.589515243556728819e+05
1.481000000000000000e+03 6.583679837794310288e+02 8.040022543214439210e+00 1.976239102715438008e+08 2.556702575096155670e+03 6.603349306417241460e+05
1.482000000000000000e+03 6.585877608072727298e+02 8.038007567961912514e+00 1.970426561288995147e+08 2.564196215330998712e+03 6.608220737084610155e+05
1.483000000000000000e+03 6.587884458508146963e+02 8.036168417625093596e+00 1.981951715062893331e+08 2.566924261367277722e+03 6.607900643077746499e+05
1.484000000000000000e+03 6.590302074854640750e+02 8.033953820289815084e+00 2.000163789704148769e+08 3.025032936782952675e+03 6.607600554946287302e+05
