# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
5.256200000000000045e+02 7.020000000000004547e+01 1.262170680935902055e+04 1.719504993286458102e+03 7.473068356482067108e+09 2.144262756880861986e-01 2.923934601441782050e-02 1.927226854675990086e+00 6.059996613432089979e-02 9.292982445563213332e+03 1.551357929060599190e+03 8.952282641409254167e-17 1.195954568475263047e+00
0.000000000000000000e+00 7.909400000000005093e+01 3.327377201668734779e+04 3.601057577563263976e+02 8.148879874267768386e+00 7.233301739636026351e-02 2.275416384503958084e-02 1.495399535211125119e+00 5.908389828868078342e-02 2.609739467412944941e+04 8.794402033078427849e+03 4.457108290546282348e+01 3.676913870950060836e+00
0.000000000000000000e+00 6.671100000000001273e+01 4.051189774759080319e+04 3.096909516704406087e+03 1.535823150813988036e+01 4.309889146488449230e-01 4.170075211085214756e-02 1.833835917709982555e+00 6.023353380242781052e-02 7.176732203614207720e+03 7.060200014163721107e+02 2.043871383555269361e+01 3.783692928405421707e+00
0.000000000000000000e+00 7.191700000000003001e+01 1.576362954578289828e+04 1.035304053549438095e+03 3.816519830277028458e+00 1.514152608920092957e-01 1.928736374897437739e-02 2.217625728073841618e+00 8.388595847041552256e-02 1.699979143855631264e+04 2.811395210932189457e+03 2.649337579896013395e+01 1.302490460987661303e+00
0.000000000000000000e+00 6.500700000000000500e+01 2.883546855233981114e+04 7.742273791761017492e+02 9.470417436603792538e+00 1.568761978624368669e-01 2.522775680418226293e-02 1.712228493770704851e+00 5.914696278321474737e-02 1.502583473610323199e+04 2.566920278179358775e+03 2.681166569716040726e+01 2.632910011161927244e+00
0.000000000000000000e+00 6.916300000000001091e+01 1.751914511484520335e+04 1.620475909903468619e+03 6.442328230164267211e+01 3.058525546793311456e-01 3.803401148029460221e-02 1.861661485633790303e+00 6.835848544021562445e-02 6.207437859569410648e+03 8.346998345463326814e+02 5.865353296447530784e-01 1.958009903867381052e+00
0.000000000000000000e+00 9.667500000000001137e+01 1.327889981726430233e+04 7.742273791761016355e+02 1.985476722565905794e+00 1.547126844081595232e-01 1.961191021018685032e-02 2.708437452515833233e+00 1.495801805746685698e-01 1.310864204496671118e+04 2.387310192681813078e+03 2.607888116794357103e+01 9.708670180650575965e-01
0.000000000000000000e+00 6.958200000000005048e+01 2.274067860231288796e+04 1.341393947642315425e+03 2.201417309926358978e+00 1.957628782588156091e-01 1.954244450213778878e-02 2.613488816291967165e+00 1.121067807752561957e-01 1.427355917540722476e+04 2.004289592400325546e+03 5.106003760282270321e+01 1.441259286314060528e+00
0.000000000000000000e+00 7.909400000000005093e+01 3.804517330695952114e+04 8.282432428395504758e+02 8.958553563760621730e-01 1.771370987670636277e-01 2.227499785477116828e-02 3.199371206320379191e+00 3.007565429765590159e-01 9.791332982080768488e+03 1.793661296211859280e+03 1.089733147327254557e+02 1.814926621378577298e+00
0.000000000000000000e+00 9.667500000000001137e+01 1.237863542287350538e+04 9.182696822786321036e+02 2.871961187097620272e+00 1.508796775093075859e-01 1.889035589820722491e-02 2.468104906753524119e+00 1.049935935889679400e-01 1.549410831265408888e+04 2.740759566842574259e+03 2.151972079151130046e+01 9.898597656024160640e-01
0.000000000000000000e+00 9.077700000000004366e+01 7.202115155126422906e+03 4.861427729710402446e+02 1.218478248865909830e+00 1.170802739041358065e-01 1.785667403636035516e-02 3.157928203150938362e+00 2.510489735735308425e-01 1.437411393469140603e+04 3.487532955272865365e+03 1.760666592924133411e+01 7.284576496549737268e-01
0.000000000000000000e+00 7.273200000000002774e+01 7.391170677948489356e+03 1.296380727922774895e+03 2.222333357752212191e+00 2.469703302031971692e-01 2.283461050032893624e-02 3.141266674435171158e+00 1.831773794502313535e-01 6.746748680044187495e+03 9.583835985405314659e+02 1.356446992103233207e+01 6.935411597655625204e-01
0.000000000000000000e+00 7.029800000000000182e+01 9.020649231795832748e+03 1.008296121717713618e+03 6.545326709099420270e+00 2.095363434867347219e-01 2.610954501280641354e-02 2.227658728827093704e+00 8.513668193363380099e-02 8.638212032244508009e+03 1.397693150289597497e+03 8.084097326996232624e+00 9.087526213426254662e-01
0.000000000000000000e+00 9.554300000000000637e+01 1.660087543256640492e+04 8.822591065029993160e+02 1.417333406862748779e+00 2.535946553880213949e-01 3.788902810661129439e-02 2.918118025396834625e+00 2.808866696934756435e-01 3.444465176206984779e+03 6.959697760359131280e+02 4.513301768703166061e+01 1.218674360803476464e+00
0.000000000000000000e+00 9.777600000000001046e+01 4.483316684066216112e+03 5.221533487466730321e+02 2.914502785541184693e+00 1.623290932563560274e-01 2.828797423135978248e-02 2.558647323837709209e+00 1.672227015244109050e-01 6.405124424264796289e+03 1.585878549937699745e+03 7.912529617425721362e+00 5.929610970517925628e-01
0.000000000000000000e+00 7.416000000000002501e+01 1.278375440034936400e+04 6.211824321296634253e+02 1.509144585043202147e+00 1.524647717831170701e-01 2.658755891072323366e-02 2.652891728861028753e+00 2.153078835977747796e-01 7.417351316066965410e+03 1.814866496713750394e+03 3.381981061169472014e+01 1.088341264868707414e+00
