# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.833100000000000023e+02 2.916899999999998272e+01 3.340280991321618058e+04 9.712852521705403888e+02 8.442510430964324186e+00 1.338318697403803881e-01 2.191068757316686974e-02 1.693650592583010095e+00 5.314205339354984708e-02 2.109672599630166224e+04 3.811535960309748134e+03 3.770809822115595011e+01 3.045186688315594470e+00
0.000000000000000000e+00 2.440299999999996317e+01 5.558032312215257843e+04 9.202702698217271404e+01 1.985517070362374783e+09 1.843876769354891448e-02 4.885636611114150402e-02 9.486740842779605165e-01 9.389045729783720984e-02 3.037500819051020517e+04 6.518357541131180915e+04 2.077970815291807042e-06 1.620048440511455823e+01
0.000000000000000000e+00 2.440299999999996317e+01 7.246428169207001338e+04 2.125624264533881160e+03 9.488200081490839821e+00 2.461950831341563617e-01 2.933001797850859696e-02 1.655707470060072017e+00 5.080880635114266158e-02 1.634193646070477007e+04 1.919058051167265603e+03 7.718143956195795852e+01 5.867354811629035716e+00
0.000000000000000000e+00 2.960899999999998045e+01 1.298081227334389769e+04 1.309384546952871005e+03 3.565812877364999522e+00 1.403203240600564283e-01 1.413555643492899784e-02 2.446165293445532463e+00 7.932411719568233099e-02 2.682265716711669302e+04 3.858966961946772244e+03 1.960730537903294035e+01 1.014053699630689920e+00
0.000000000000000000e+00 2.789199999999999591e+01 2.012891156480747668e+04 6.271841947589379060e+02 2.033997549700606555e+01 9.443306117298051749e-02 2.026309078246445530e-02 1.649702755551586852e+00 4.909067824191169077e-02 2.680318174316654404e+04 6.738766802132029625e+03 7.586211239454368815e+00 2.263657110155615548e+00
0.000000000000000000e+00 2.798999999999995225e+01 8.325445060571928479e+03 1.351396885357775773e+03 1.273383334160479130e+01 1.816347876148885487e-01 1.839766441763591998e-02 2.308521875461896133e+00 6.574319251645756312e-02 1.494216167664338354e+04 2.133341253519363818e+03 1.638483134273585939e+00 6.434636531398212345e-01
0.000000000000000000e+00 4.557599999999996498e+01 1.187948883087245667e+04 3.961163335319606631e+02 3.205659865237156847e+00 8.353656743404225260e-02 1.743578222478040993e-02 2.168794607744249703e+00 9.566469949725177335e-02 2.479728356436520698e+04 7.256274831951947817e+03 1.818928455911693476e+01 9.489692750756383299e-01
0.000000000000000000e+00 3.185199999999997544e+01 2.050902319799474208e+04 5.491612805784006923e+02 8.798389493665671468e-01 1.433645014719521493e-01 2.744843027730203139e-02 3.082562225659042365e+00 3.693958399030574102e-01 7.510045912722936009e+03 2.109989858151092449e+03 5.573366077484548953e+01 1.313083030461999812e+00
0.000000000000000000e+00 3.678600000000000136e+01 6.119297147429556935e+04 2.045600762810252263e+03 2.823932592189211555e+00 3.269256197741641778e-01 3.677191309466903285e-02 2.124248909690582998e+00 9.920735626996851630e-02 7.231419822050353105e+03 9.137798397324344251e+02 1.467795079910038396e+02 3.444632364228512156e+00
0.000000000000000000e+00 2.269899999999995543e+01 1.789025410408859534e+04 6.902027023662956253e+02 1.358285410034295460e+01 1.405393004564565174e-01 2.645343232991290497e-02 1.728133304711741314e+00 6.071027145774330475e-02 1.459369011755053725e+04 3.142689240684343076e+03 1.082319475499176953e+01 2.203169587731139689e+00
0.000000000000000000e+00 2.685499999999996135e+01 2.281670092894997651e+04 9.302732075371807241e+02 6.927891107052035125e+01 1.722282049142866978e-01 2.700357999780931759e-02 1.662249624073149690e+00 5.471121238239033679e-02 1.339448702864603547e+04 2.198474283953416489e+03 1.254908171709248288e+00 2.578978824809271764e+00
0.000000000000000000e+00 3.042399999999997817e+01 8.163397469581586847e+03 8.932623379900027203e+02 3.547781084457035661e+00 1.386934696458293759e-01 1.843956868898136842e-02 2.406508184516621629e+00 1.018310043514227409e-01 1.532295700125924668e+04 2.876561794235786692e+03 1.253343536554404913e+01 8.060852552353001688e-01
