# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
5.685158031252830142e+02 8.969172755001396879e+00 7.973699999999996635e+01 7.202115155126627144e+01 4.396326990861016397e+33
0.000000000000000000e+00 0.000000000000000000e+00 7.973699999999996635e+01 9.902908338299111790e+01 6.044949612433896609e+33
0.000000000000000000e+00 0.000000000000000000e+00 8.321699999999998454e+01 5.221533487466804218e+02 2.988326138574209949e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.385959999999999468e+02 8.102379549517453938e+01 3.021097928662005978e+33
0.000000000000000000e+00 0.000000000000000000e+00 7.549299999999993815e+01 1.080317273268993858e+02 7.626611138286474237e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.475859999999999843e+02 1.530449470464408250e+02 4.182624927050949315e+33
0.000000000000000000e+00 0.000000000000000000e+00 7.546599999999995134e+01 8.102379549517452517e+01 3.007938609373907404e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.376229999999999905e+02 9.002643943908282154e+01 2.866454367694115650e+33
0.000000000000000000e+00 0.000000000000000000e+00 5.152699999999992997e+01 3.601057577563312293e+02 3.733017203187954963e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.373289999999999509e+02 3.521034075839685897e+02 1.324045999480077869e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.893999999999994088e+01 7.602232663744771912e+01 1.923851697578314038e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.420609999999999786e+02 5.221533487466804218e+02 1.481876389654666217e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.203300000000001546e+01 1.030302584691725514e+02 2.699572502214023954e+34
0.000000000000000000e+00 0.000000000000000000e+00 5.662399999999996680e+01 9.902908338299111790e+01 9.107363800835660236e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.412979999999999450e+02 1.350396591586242039e+02 3.857465849116821914e+33
0.000000000000000000e+00 0.000000000000000000e+00 8.187199999999995725e+01 7.202115155126628565e+01 3.413026506083648574e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.412979999999999450e+02 7.202115155126624302e+01 2.061143643163728598e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.001199999999994361e+01 4.221239715921440165e+02 1.169272317473433456e+35
