# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
5.236799999999999500e+02 6.997900000000004184e+01 1.480034664378474918e+04 1.287378083978871928e+03 6.469588206303800604e+00 1.709319087567572060e-01 2.155102420114479028e-02 2.054516780943418386e+00 6.652899514941350290e-02 1.319737676638622906e+04 2.134459653214525588e+03 1.510537842331124203e+01 1.306505050254672229e+00
0.000000000000000000e+00 6.953900000000004411e+01 2.267766009470553399e+04 1.575462690183934001e+03 5.939209173615842552e+00 2.169960028184984291e-01 2.418930230503047590e-02 2.065399426661350457e+00 6.684857326317557302e-02 1.324177429409226352e+04 1.793380020311045428e+03 2.844190351645553250e+01 1.884210340176062370e+00
0.000000000000000000e+00 6.477300000000002456e+01 5.262045385214948328e+04 1.548454758352209637e+03 2.069843347619220175e+00 2.372900332624584829e-01 2.968179492250355017e-02 2.283279668195172807e+00 1.165270494350069824e-01 9.324193225793849706e+03 1.460492492078321675e+03 1.317579024928762692e+02 2.696103020352836221e+00
0.000000000000000000e+00 6.722500000000002274e+01 1.680793624327635553e+04 1.080317273268983399e+03 2.753204765470876225e+01 1.964939983211082819e-01 3.016388008594123732e-02 1.826666617600836595e+00 5.860660334094452278e-02 1.157127583885331660e+04 2.064098799223007063e+03 2.776124468803639722e+00 1.708253285588061887e+00
0.000000000000000000e+00 8.123400000000005150e+01 1.129831814960457996e+04 7.472194473443795459e+02 1.899516362950708137e+00 1.577042925203482049e-01 2.598665523216680401e-02 2.543397014172506410e+00 1.749936021397079100e-01 7.660385460756148859e+03 1.717506047141895124e+03 2.726495424140586721e+01 1.002222001714314636e+00
0.000000000000000000e+00 6.477300000000002456e+01 5.781497940778543125e+04 5.986758222698948884e+03 3.654634042584691489e+00 6.444653214356058646e-01 3.463196490029385455e-02 2.658429765909074316e+00 9.502270779227349473e-02 5.791790273159901517e+03 3.854985691513177812e+02 1.137746520003309172e+02 2.846299652287556547e+00
0.000000000000000000e+00 6.826200000000005730e+01 1.308984429444223679e+04 1.350396591586229079e+03 6.513581350893534720e+07 2.052057880822748259e-01 2.679934831073893173e-02 1.890213024488032190e+00 5.901971036651484925e-02 9.920590946391686884e+03 1.534629878532387238e+03 1.689177696915233230e-12 1.342656048755287213e+00
0.000000000000000000e+00 6.016100000000005821e+01 8.210411276844119129e+03 6.481903639613900623e+02 3.521319062230107821e+00 1.261022046343599490e-01 2.047600808082383761e-02 2.298243854196030611e+00 1.054095542318813222e-01 1.450657507805195928e+04 3.237973791622718181e+03 1.377741544716420563e+01 8.620898310299267564e-01
0.000000000000000000e+00 6.764400000000006230e+01 1.462029376490659160e+04 1.773520856949914332e+03 3.929632229258900100e+00 3.070636046774308237e-01 3.061860524867923011e-02 2.465576998363261829e+00 1.044986278173621191e-01 6.324478734668854486e+03 8.241712932879952405e+02 2.352598618593564694e+01 1.213088585851658685e+00
0.000000000000000000e+00 9.360500000000001819e+01 4.690377494776115782e+03 5.041480608588586847e+02 2.507322045971855928e+00 1.329793454246219198e-01 2.268949354899586421e-02 2.661444950087534345e+00 1.614321436143262289e-01 1.008382360564704140e+04 2.576553469695406420e+03 8.128384997540063495e+00 5.534850073982287011e-01
0.000000000000000000e+00 7.079400000000003956e+01 7.787287011480443653e+03 8.282432428395540001e+02 2.590612203618364529e+00 1.620260735356414128e-01 1.847576891635263965e-02 2.748659745806184773e+00 1.304367185289851128e-01 1.317452875687023698e+04 2.206458425695899223e+03 1.293204421221298439e+01 6.898202801647715932e-01
0.000000000000000000e+00 9.473700000000002319e+01 1.534950792436314077e+04 8.192405988956455758e+02 2.527607404583001927e+00 1.529659682293146583e-01 2.079841062352336123e-02 2.393665512218306368e+00 1.132787610650306948e-01 1.404281515413183115e+04 2.562078519209757815e+03 3.405633039310868782e+01 1.237488992577159275e+00
0.000000000000000000e+00 6.477300000000002456e+01 4.691277759171067737e+04 7.202115155126554100e+02 8.489669109356933197e-01 1.420240162766522041e-01 1.853703327505376586e-02 3.077587727033223697e+00 2.600187919390308244e-01 1.485230237026744726e+04 2.846982135153690251e+03 1.205650517669507309e+02 1.909437805088708862e+00
0.000000000000000000e+00 6.306900000000001683e+01 1.453026732546751373e+04 1.242364864259330943e+03 3.946383169879726260e+00 2.762701765788702080e-01 3.146006169806934982e-02 2.347915672149908595e+00 1.074668861636310230e-01 6.201597454005077452e+03 9.066049425217373710e+02 2.405272815787499496e+01 1.325498286501871403e+00
0.000000000000000000e+00 6.836000000000001364e+01 1.001094006562571303e+04 8.912617504469113783e+02 6.205718790065367862e+00 1.872663354590164420e-01 2.397452798458870118e-02 2.174658892135225230e+00 8.191993898225147230e-02 1.041944156163486150e+04 1.709520303589198193e+03 1.029095283592064725e+01 1.017399847744657970e+00
0.000000000000000000e+00 9.583800000000000807e+01 4.987464744925075138e+03 7.472194473443800007e+02 2.154180124117848649e+00 2.325995682581769586e-01 2.864405281142608922e-02 3.062351418687490501e+00 2.443876983338351405e-01 4.319170978934676896e+03 7.896678393833961991e+02 9.455010350174953615e+00 5.818936187516567937e-01
0.000000000000000000e+00 7.600600000000002865e+01 5.644657752830429672e+03 5.941745002979411083e+02 5.537246321864490284e+00 1.507116282255850093e-01 2.401218537181848411e-02 2.264384464796432184e+00 1.046819408623599207e-01 9.498300208347840453e+03 2.043743897837637178e+03 5.425716433886740298e+00 6.700390858603370026e-01
0.000000000000000000e+00 7.079400000000003956e+01 6.959043768640909548e+03 2.790819622611539899e+02 1.020937453851336052e+00 9.571334192865774138e-02 2.405882934199113365e-02 3.058593489493317996e+00 3.609051691715205457e-01 8.610992533352697137e+03 3.541880197497872359e+03 1.234400743654660637e+01 6.077651745285811424e-01
0.000000000000000000e+00 8.883900000000005548e+01 3.637068153338878346e+03 6.751982957931143119e+02 1.321869606958723242e+00 1.447100804044438582e-01 1.745396963520154734e-02 3.612922108387593756e+00 3.341337548981420658e-01 1.038396994363156773e+04 2.021981290777806635e+03 7.020193030637758014e+00 4.557082698854090230e-01
0.000000000000000000e+00 1.139220000000000255e+02 2.133626614706240616e+03 1.980581667659803600e+02 3.918389133310788086e+00 7.937249691834813436e-02 2.426578589475715531e-02 2.319210772189061576e+00 1.756901651094426031e-01 1.069670731656251519e+04 4.724993512518430180e+03 2.528076690936130078e+00 3.639842574463068581e-01
0.000000000000000000e+00 1.150200000000000387e+02 5.518620737615646249e+03 3.511031138124196218e+02 1.142363261409047759e+00 1.327958634282998818e-01 2.520448582491987416e-02 3.302602712529945972e+00 3.493379646026976149e-01 8.560577113502629800e+03 2.649224039727795571e+03 1.401199500190081793e+01 6.470844585158457285e-01
0.000000000000000000e+00 6.477300000000002456e+01 4.389689187050088367e+04 4.501321971954097023e+01 2.325879882080512384e-01 7.882115124239016946e-02 6.259476370293473479e+00 3.918158573180558157e+00 1.871899988065625564e+01 3.533402467807952689e+03 1.011062828850474674e+06 1.003904054990429842e+02 1.707122670333331094e+00
0.000000000000000000e+00 6.722500000000002274e+01 1.647483841735167880e+04 2.160634546537966116e+02 1.467624239854368406e+00 6.696429342166089482e-02 2.492033810195198526e-02 2.218411465825041340e+00 1.842047963918577169e-01 1.562218454620484772e+04 8.429374686160068450e+03 3.310764299942457711e+01 1.119405660251479251e+00
0.000000000000000000e+00 6.997900000000004184e+01 1.479134399984086849e+04 6.121797881857575021e+02 1.153834432089717588e+00 2.203231427881915672e-01 4.103868820018662100e-02 3.056112459427037020e+00 4.407617495785144390e-01 2.465126649049761909e+03 6.702689844081845649e+02 3.108299574949732147e+01 1.004062976455914580e+00
0.000000000000000000e+00 6.457000000000005002e+01 1.238763806681743881e+04 1.260370152147146143e+02 1.404764991314282785e+00 1.038597984207885877e-01 5.011615986396261019e-02 2.083536516280317219e+00 2.750833876578165360e-01 4.024963328975472450e+03 2.481286234271898138e+03 3.524366792127708692e+01 1.264145021578005901e+00
0.000000000000000000e+00 6.016100000000005821e+01 1.283777026401282274e+04 4.501321971954094892e+01 4.038912828961013779e-01 7.646195524234991603e-02 6.704302155301101607e+01 3.414191735307225972e+00 2.121960699077438051e+01 5.470513019710552726e+03 1.613145185232711956e+07 3.713117770008810226e+01 1.083396919727414698e+00
0.000000000000000000e+00 7.022200000000003683e+01 4.510324615897956392e+03 5.491612805783995555e+02 2.422631959772802546e+00 2.259869837555767702e-01 3.441017983559734733e-02 2.822638750662186169e+00 2.172754022744905200e-01 3.648156594963590578e+03 8.017606752908928911e+02 9.008928176429620294e+00 5.843922002921544401e-01
0.000000000000000000e+00 7.462300000000004729e+01 1.737510281174281772e+03 1.710502349342557125e+02 4.470482140529118631e+00 2.025039606377894708e-01 5.886317282638884457e-02 2.479144937974989471e+00 2.551567465180540895e-01 1.866599733122157659e+03 7.516677835824297063e+02 1.738218556408671622e+00 3.139832667863999838e-01
0.000000000000000000e+00 6.442900000000003047e+01 1.215356932427606353e+03 4.411295532515015339e+02 4.188957698751432090e+00 1.559099359440316857e-01 3.000282760864754830e-02 2.882211730737694211e+00 2.611862452523818212e-01 3.954790815816782469e+03 1.130128717971580954e+03 6.008564948837222808e-01 1.584562871251304905e-01
0.000000000000000000e+00 1.485100000000000477e+02 1.359399235530137503e+03 3.060898940928785237e+02 2.149647692575045177e+00 2.062518770745089547e-01 3.891732440729509662e-02 3.399127851334088568e+00 4.395387169566703500e-01 2.411612305525316515e+03 6.897353524704075198e+02 1.671009544882517517e+00 2.310731342068420291e-01
0.000000000000000000e+00 6.148700000000002319e+01 4.582345767449238338e+03 3.060898940928786374e+02 3.594993071310622845e+00 1.762785266309515320e-01 4.020614703608357821e-02 2.299997607318485127e+00 1.669386462718953634e-01 4.055057384952257053e+03 1.234715970386755998e+03 7.884258279438185468e+00 6.915185806611778840e-01
0.000000000000000000e+00 6.997900000000004184e+01 1.294580199133972201e+04 5.401586366344913159e+01 3.121697378053909233e-01 9.531265120494969434e-02 9.809752070295316706e-01 3.988403345687367541e+00 2.200989662649057621e+01 1.604412909761338142e+03 4.005500157008165843e+04 2.802531458290363631e+01 9.110301237077259584e-01
0.000000000000000000e+00 7.194000000000005457e+01 4.006176555039106916e+03 1.530449470464392903e+02 2.597603006531546743e+00 1.659345925733525795e-01 8.951649992946333900e-02 2.180442689731500128e+00 2.976173015327377991e-01 1.863996126731803088e+03 1.339500323915154240e+03 9.237671688372479650e+00 7.315892110308870322e-01
0.000000000000000000e+00 6.997900000000004184e+01 5.068488540420254139e+03 3.601057577563275203e+01 4.139197529797947750e-01 9.026112497735844231e-02 2.150674428781042380e+01 3.855078315594330007e+00 4.396904562017515161e+01 2.777187234274619641e+03 2.305481373302150983e+06 1.561723427318061397e+01 6.897388568076141535e-01
0.000000000000000000e+00 1.133250000000000455e+02 1.310784958233006546e+04 3.601057577563276624e+01 5.150643931219333060e-01 2.643361388385029320e-01 3.655380657451090531e-01 3.804479101089969895e+00 6.065217604239666827e+00 2.830036630659835168e+02 4.378290492751781926e+02 4.145812583542204521e+01 1.112319966364128332e+00
0.000000000000000000e+00 7.559800000000001319e+01 9.722855459420851503e+02 3.511031138124196218e+02 4.614249892464950875e+00 3.682259655888737160e-01 6.833628566142628535e-02 3.171328467718805388e+00 3.429737014315322741e-01 7.545925192877826930e+02 2.189654368526304040e+02 4.971906008371376195e-01 1.521784157720428576e-01
