# snap_num	t[myr]	redshift	mvir[msun]	rvir[pc]	m_star[msun]
3.030000000000000000e+02 4.385586642845219103e+02 1.085134473294100488e+01 1.112468798994002789e+08 1.841155414200011364e+03 6.388776289483084111e+04
3.050000000000000000e+02 4.389958984047482318e+02 1.084346656580912693e+01 1.099786133388764411e+08 1.855890821294995249e+03 6.384074908756754303e+04
3.070000000000000000e+02 4.394465926838050223e+02 1.083540032529006858e+01 1.101801369814541787e+08 1.850922004087526147e+03 6.379473557407625049e+04
3.090000000000000000e+02 4.398787233959436662e+02 1.082767663483996046e+01 1.105415471503757089e+08 1.845117135310372078e+03 6.373271736024066195e+04
3.110000000000000000e+02 4.403053192035303596e+02 1.082006175415668814e+01 1.085054921664780974e+08 1.563888612470383578e+03 6.367269973394864792e+04
3.130000000000000000e+02 4.407477148846808177e+02 1.081212885683533287e+01 1.107114265846140385e+08 1.821445190464882216e+03 6.361068152011152415e+04
3.150000000000000000e+02 4.411768841025601660e+02 1.080444619957177110e+01 1.108771423072309792e+08 1.826648219196400987e+03 6.353966066233241872e+04
3.170000000000000000e+02 4.416039267628046900e+02 1.079684695254616145e+01 1.091883408727331161e+08 1.317968207592089357e+03 6.344663334157859936e+04
3.190000000000000000e+02 4.420378772849954885e+02 1.078913479608334036e+01 1.093981919385584444e+08 1.307133341689808731e+03 6.403180519793268468e+04
3.210000000000000000e+02 4.424552631884193374e+02 1.078172653316733509e+01 1.100527274057763815e+08 1.548366259800019861e+03 6.392677435192125267e+04
3.230000000000000000e+02 4.428840136596874117e+02 1.077412624647555361e+01 1.109804023554943800e+08 1.539179313352627560e+03 6.898125877953920281e+04
3.250000000000000000e+02 4.433123231399400765e+02 1.076655631938742985e+01 1.111777622864499092e+08 1.503010866680201616e+03 6.889223263387227780e+04
3.270000000000000000e+02 4.437526485282948556e+02 1.075880298083174047e+01 1.112676984575179815e+08 1.494259373263630323e+03 6.882121177609260485e+04
3.290000000000000000e+02 4.441797912679366505e+02 1.075125434300679750e+01 1.114184248182873726e+08 1.485703115419645201e+03 6.874018798059635446e+04
3.310000000000000000e+02 4.446151760229526531e+02 1.074357001656845156e+01 1.115608237558124512e+08 1.478042135023518767e+03 6.869017329201957909e+04
3.330000000000000000e+02 4.450580638038257462e+02 1.073576356964092682e+01 1.155246772213993520e+08 1.774647838880162681e+03 6.862415390309799113e+04
3.350000000000000000e+02 4.454921379448100538e+02 1.072813816226911854e+01 1.168912073762367964e+08 1.746501266921596880e+03 7.124492358454666100e+04
3.370000000000000000e+02 4.459466875794005887e+02 1.072019883536856710e+01 1.165164733301186115e+08 1.744469890722426044e+03 7.230223410106902884e+04
3.390000000000000000e+02 4.463870591695722965e+02 1.071251739187628438e+01 1.182685631812956929e+08 1.738388761420049605e+03 7.221620883671732736e+04
3.410000000000000000e+02 4.468192668461360881e+02 1.070498813661489912e+01 1.180911890661323667e+08 1.732298528715180737e+03 7.215219003533743671e+04
3.430000000000000000e+02 4.472461901551901065e+02 1.069751057229978564e+01 1.182868835124387741e+08 1.739066867083746956e+03 9.299631164680029906e+04
3.450000000000000000e+02 4.476732174284946382e+02 1.069005296264484706e+01 1.162874691908262968e+08 1.741884260339833645e+03 9.292729137656328385e+04
3.470000000000000000e+02 4.481173810459487754e+02 1.068233896584066400e+01 1.193219822220444083e+08 1.722862885496525905e+03 1.154959194501697930e+05
