# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
6.179147691999977496e+02 8.430458793256994099e+00 1.640179999999999723e+02 5.401586366344872658e+02 1.321755877832084034e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.684199999999999591e+02 5.131507048027632436e+02 1.215835600493550224e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.683369999999999891e+02 8.102379549517311830e+01 1.929223957576222834e+33
0.000000000000000000e+00 0.000000000000000000e+00 7.013799999999991996e+01 8.102379549517313251e+01 2.701259985755473265e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.705879999999999654e+02 8.102379549517313251e+01 1.904381654444428378e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.585689999999999600e+02 1.080317273268975384e+02 2.508229437997196752e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.076129999999999427e+02 7.202115155126500667e+01 1.356634379992790444e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.672519999999999527e+02 9.902908338298939839e+01 2.146736192973848386e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.705879999999999654e+02 1.080317273268975100e+02 2.377384064532319412e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.688519999999999754e+02 4.681374850832226002e+02 1.103298249719515465e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.620579999999999359e+02 9.156689184726108579e+03 2.385084327824114508e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.585689999999999600e+02 2.070608107098869368e+02 5.010609734628725114e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.585689999999999600e+02 3.038892477954765491e+04 8.247382440698754896e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.585689999999999600e+02 1.800528788781625167e+02 4.788370863213666587e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.587789999999999395e+02 1.280376027578044784e+02 7.387680894719541909e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.585689999999999600e+02 7.202115155126500667e+01 1.561579811101511878e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.588609999999999900e+02 2.970872501489681667e+02 7.756390791095952886e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.624949999999999477e+02 7.202115155126500667e+01 1.710602776082241046e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.071209999999999809e+02 1.350396591586218733e+02 3.019498340961591933e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.624949999999999477e+02 7.202115155126500667e+01 1.787710514455574648e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.386799999999993815e+01 7.302144532281036504e+01 5.569060704390128804e+33
