# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.687699999999999818e+02 9.856999999999970896e+00 6.499208721862616949e+04 3.406000292111924409e+03 8.266645430483615442e+00 2.295087349251754283e-01 2.127840421275765601e-02 1.860831999011669291e+00 4.340635315238123432e-02 2.616537060294148614e+04 2.754001446830015539e+03 6.633839973536598222e+01 4.280002049167403122e+00
0.000000000000000000e+00 1.506299999999998818e+01 2.323082255036938659e+04 2.610766743733369708e+02 1.083259749014908557e+01 4.328629470124015222e-02 1.477210572843946912e-02 1.610672416783907934e+00 5.201480504423983825e-02 7.052109536862488312e+04 2.959826693215100386e+04 1.933220840145776620e+01 2.335742165999438402e+00
0.000000000000000000e+00 1.462299999999999045e+01 4.848423910680843983e+04 2.842834898731890917e+03 5.176661257048974285e+00 3.211866425767228583e-01 3.246144317009954511e-02 2.041264824812775824e+00 7.294222150419023276e-02 1.030929246408286417e+04 1.191562548746832135e+03 7.052896209766701929e+01 3.461142735415902560e+00
0.000000000000000000e+00 2.224000000000000909e+01 4.480115743997767277e+04 1.673491479795374289e+03 4.091431326685031955e+00 2.117259327360995480e-01 2.775577828575397435e-02 1.962896881913873459e+00 7.238679529795664924e-02 1.397287486113300292e+04 2.144880802400662560e+03 8.327901262601250210e+01 3.158954126106359617e+00
0.000000000000000000e+00 2.108999999999997499e+01 2.692590774245850480e+04 1.127331080531612088e+03 1.463141054747050473e+00 1.527823810847544206e-01 1.921707668291342680e-02 2.768343627315185351e+00 1.568216720547091769e-01 1.737910388339222482e+04 3.112419633904354214e+03 6.666365021044492778e+01 1.519745904190184627e+00
0.000000000000000000e+00 8.152999999999963165e+00 4.364281725252735487e+04 1.011297003032350631e+03 8.882583255923854892e-01 1.551858563724859974e-01 1.867589993327441189e-02 3.150047057737533684e+00 2.578011834512185518e-01 1.337119856504146082e+04 2.396557653821970234e+03 1.093128674585425699e+02 1.885398647742810407e+00
0.000000000000000000e+00 1.274500000000000455e+01 4.683975614638708794e+04 2.264665098778677930e+03 2.307973059766723178e+00 2.714236904476361456e-01 2.368196473073015673e-02 2.524943215835532051e+00 1.053645253618646638e-01 1.189483540023593196e+04 1.358456665945705254e+03 1.064868155637738170e+02 2.308274611523472242e+00
0.000000000000000000e+00 1.344399999999996176e+01 1.641882196614509303e+04 1.029302290920167707e+03 5.253730812134142170e+00 1.197983572337447122e-01 1.620600394326859178e-02 2.114164406147842623e+00 6.344059565147772140e-02 3.016233083933457237e+04 5.530476691446726363e+03 2.036359579917072793e+01 1.398058850846495060e+00
0.000000000000000000e+00 3.982099999999996953e+01 8.336448292058823426e+03 9.182696822786332405e+02 7.807052941274109483e+07 1.213757894757195727e-01 1.604604395133804595e-02 2.141861530054426144e+00 5.834805197384528713e-02 2.202178878937750778e+04 4.141121417605084389e+03 5.992468361070489402e-15 5.324695046125956788e-01
0.000000000000000000e+00 2.108999999999997499e+01 2.937662748274475598e+04 1.179346356651970609e+03 1.273174228907733685e+00 2.096886773575065976e-01 2.335456044597535377e-02 3.071088171418475454e+00 2.143018493794919266e-01 9.860199656621705799e+03 1.611221438392230993e+03 7.719505432900264452e+01 1.618220572127794910e+00
0.000000000000000000e+00 1.230899999999996908e+01 1.890455198843537801e+04 2.098616332702149066e+03 2.077742782912454089e+01 2.562470767987604647e-01 2.570197826324236226e-02 2.049983752910736534e+00 5.676126556939770779e-02 1.245654920125632088e+04 1.529402761563715103e+03 3.041538828252191795e+00 1.592130447407513083e+00
