# t_myr, z, gc_ages_per_snapshot, gc_masses_per_snapshot, gc_lums_per_snapshot
6.220154195786786886e+02 8.388953434204898585e+00 1.725199999999999818e+02 4.411295532515029549e+02 1.007386392032235123e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.681179999999999950e+02 5.401586366344930639e+02 1.282777253701334086e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.734939999999999714e+02 5.131507048027688143e+02 1.161113984292252933e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.728229999999999791e+02 7.202115155126577406e+01 1.554763906359767562e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 3.056597677711150754e+04 8.643115088723419105e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.713519999999999754e+02 1.710502349342562241e+02 5.730029426770891312e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.729519999999999982e+02 4.411295532515028981e+02 1.002757871995090282e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.741619999999999777e+02 8.102379549517399937e+01 1.725373988863567980e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.671970000000000027e+02 7.202115155126577406e+01 1.652898078930886336e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.718290000000000077e+02 4.051189774758698832e+02 9.121277204818484235e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.620449999999999591e+02 9.902908338299043578e+01 3.335728614725187612e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.628789999999999623e+02 1.080317273268986753e+02 2.645923959829172603e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 7.202115155126577406e+01 1.754211034675443137e+33
0.000000000000000000e+00 0.000000000000000000e+00 3.326300000000003365e+01 2.147630727507883876e+03 3.616818062531652255e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 1.260370152147151543e+02 4.975708886554255144e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.655569999999999595e+02 7.202115155126577406e+01 1.601686912727246549e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 1.080317273268986753e+02 2.547800440256403952e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.629799999999999827e+01 1.200352525854429757e+02 9.852827273589829306e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.620449999999999591e+02 1.350396591586233512e+02 3.175357665888648394e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.622529999999999859e+02 8.102379549517399937e+01 1.967963106911847824e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.629799999999999827e+01 9.902908338299044999e+01 6.101990129499855158e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.655569999999999595e+02 7.202115155126577406e+01 1.570345962662751435e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.628789999999999623e+02 8.102379549517399937e+01 1.990276190347011991e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.655399999999999636e+02 1.260370152147151259e+02 3.843555184681817964e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.631089999999999804e+02 8.102379549517401358e+01 3.721236418359210171e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.622529999999999859e+02 7.202115155126577406e+01 1.689769969702516827e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.625679999999999836e+02 7.202115155126580248e+01 1.708861591701387954e+33
0.000000000000000000e+00 0.000000000000000000e+00 8.138599999999996726e+01 1.440423031025315481e+02 3.936845156178395362e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.620449999999999591e+02 7.202115155126577406e+01 2.037215100587582892e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.655569999999999595e+02 1.260370152147151543e+02 3.060397147248092296e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 8.102379549517399937e+01 2.292263429086113751e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.746879999999999882e+02 1.350396591586233512e+02 3.993887436422721159e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.686899999999999977e+02 2.214650410201422801e+03 5.268473187380094003e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.628789999999999623e+02 2.880846062050630962e+02 6.888989661270331299e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.926329999999999814e+02 2.736803758948099130e+03 5.356407181091380956e+34
0.000000000000000000e+00 0.000000000000000000e+00 7.578800000000001091e+01 7.850305519087971334e+03 5.089198027081572561e+35
0.000000000000000000e+00 0.000000000000000000e+00 7.904499999999995907e+01 9.092670383347305005e+02 5.704769340259425518e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.118179999999999836e+02 5.761692124101265335e+02 1.019013585312744846e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.791299999999999955e+02 1.314386015810599474e+03 2.757724698688270965e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.631089999999999804e+02 7.202115155126577406e+01 1.717601177613136863e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 7.202115155126575985e+01 4.508374103168813226e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.628789999999999623e+02 1.620475909903479987e+02 5.993947654338933419e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.622529999999999859e+02 7.202115155126577406e+01 1.746447344086884421e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.129159999999999968e+02 6.842009397370248962e+02 1.336144452136429537e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.629610000000000127e+02 7.202115155126577406e+01 1.732079025525456684e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.609649999999999750e+02 7.202115155126577406e+01 2.816085039212524149e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.609649999999999750e+02 1.890555228220726747e+02 4.624055064820435550e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.679490000000000123e+02 7.202115155126578827e+01 1.671551073336005932e+33
0.000000000000000000e+00 0.000000000000000000e+00 3.948099999999999454e+01 1.980581667659809000e+02 2.170953539580046083e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.674679999999999609e+02 8.912617504469142204e+02 2.131204404771182576e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.796799999999996444e+01 2.490731491147941483e+02 3.481807654523902250e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 1.260370152147151259e+02 2.948438016479989601e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 9.902908338299044999e+01 2.420473721545420717e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.631089999999999804e+02 7.202115155126577406e+01 1.751656535669614126e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.628789999999999623e+02 1.170343712708069006e+02 2.859789848435305799e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.838419999999999561e+02 1.540452408179851318e+03 3.683473597578410160e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.674350000000000023e+02 7.202115155126577406e+01 1.719036528506942539e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 1.080317273268986753e+02 2.544689891773225909e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.851900000000000546e+01 1.170343712708069006e+02 8.741332378443240078e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.851900000000000546e+01 1.100323148699893920e+02 1.276925511924047319e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.851900000000000546e+01 7.302144532281113243e+01 6.723109200347475114e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.625679999999999836e+02 1.530449470464397734e+02 5.211300572285205646e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.629610000000000127e+02 8.102379549517398516e+01 2.973151975989739839e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.629610000000000127e+02 7.202115155126577406e+01 1.720342621104966959e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.625679999999999836e+02 1.620475909903480272e+02 3.972177679444091608e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 8.102379549517399937e+01 1.968154866559268971e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.246500000000003183e+01 7.302144532281113243e+01 9.280472193948724261e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.626689999999999827e+02 7.202115155126577406e+01 1.699220651842186670e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.672339999999999804e+02 8.102379549517399937e+01 1.930486397176577201e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.631089999999999804e+02 7.202115155126577406e+01 1.721344240546538251e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.620449999999999591e+02 9.002643943908222468e+01 3.813294199380689866e+33
0.000000000000000000e+00 0.000000000000000000e+00 3.725199999999995271e+01 2.700793183172466456e+02 1.757219892280729955e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.980899999999996908e+01 3.050896003213340464e+02 5.313052368048032759e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.980899999999996908e+01 1.180346650423522448e+02 1.588126163299752600e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.631089999999999804e+02 9.002643943908222468e+01 7.735578184874589507e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.246500000000003183e+01 1.355398060443960503e+03 7.939401600487070524e+35
0.000000000000000000e+00 0.000000000000000000e+00 2.112210000000000036e+02 8.102379549517399937e+01 1.442206308409602082e+33
0.000000000000000000e+00 0.000000000000000000e+00 8.469100000000003092e+01 1.215356932427609991e+03 6.688577575864672710e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.662559999999999718e+02 3.610060221507197639e+03 8.714824591562424964e+34
0.000000000000000000e+00 0.000000000000000000e+00 2.464060000000000059e+02 6.481903639613918813e+02 9.085158249052811699e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.682299999999999613e+02 7.202115155126578827e+01 1.706435930517263725e+33
0.000000000000000000e+00 0.000000000000000000e+00 7.423799999999994270e+01 2.835832842331090433e+03 1.893697273072340956e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.739019999999999868e+02 2.340687425416138467e+03 5.273849841641482634e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.609649999999999750e+02 8.102379549517399937e+01 3.567762324895106668e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.615849999999999795e+02 8.102379549517399937e+01 1.881916800342510969e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.655399999999999636e+02 9.002643943908222468e+01 2.132908109273477277e+33
0.000000000000000000e+00 0.000000000000000000e+00 4.078599999999994452e+01 8.102379549517399937e+01 7.147343201006603346e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.609649999999999750e+02 1.233362220315426384e+03 3.369841318483140429e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.638519999999999754e+02 5.671665684662181093e+02 1.391042981801911078e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.567389999999999759e+02 2.610766743733384487e+02 6.720444484908621041e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.749139999999999873e+02 8.012353110078319105e+02 1.784072626579963934e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.526599999999996271e+01 2.612767331276474579e+03 4.259832157924454517e+35
0.000000000000000000e+00 0.000000000000000000e+00 3.694600000000002638e+01 1.000293771545358140e+03 1.535758680658670873e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.661579999999999586e+02 6.941038480753240037e+03 1.673329344514832409e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.698360000000000127e+02 3.150925380367876869e+02 7.374877259266890115e+33
0.000000000000000000e+00 0.000000000000000000e+00 1.580579999999999927e+02 2.763811690779824858e+03 7.070788319401517413e+34
0.000000000000000000e+00 0.000000000000000000e+00 4.642499999999995453e+01 1.629478553847388412e+03 1.862396102009350000e+35
0.000000000000000000e+00 0.000000000000000000e+00 3.385799999999994725e+01 1.640481785334387155e+02 2.807194505088502646e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.298000000000001819e+01 9.762867210282693122e+02 1.693820551068723935e+35
0.000000000000000000e+00 0.000000000000000000e+00 3.334000000000003183e+01 5.411589304060382801e+02 9.284329362043326480e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.379300000000000637e+01 7.202115155126578827e+01 1.247642002261556783e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.379300000000000637e+01 1.057310516523443539e+03 1.809080903279257773e+35
0.000000000000000000e+00 0.000000000000000000e+00 3.498500000000001364e+01 7.611235307688630201e+03 1.253559405800314067e+36
0.000000000000000000e+00 0.000000000000000000e+00 3.296500000000003183e+01 1.947571973198812429e+03 3.391937749708527961e+35
0.000000000000000000e+00 0.000000000000000000e+00 3.493600000000003547e+01 7.302144532281113243e+01 1.199747868401904096e+34
0.000000000000000000e+00 0.000000000000000000e+00 3.471799999999996089e+01 3.761104581010544052e+02 6.191328632073036925e+34
0.000000000000000000e+00 0.000000000000000000e+00 4.643899999999996453e+01 2.124623970762340832e+03 2.461456802525209300e+35
0.000000000000000000e+00 0.000000000000000000e+00 4.888400000000001455e+01 2.970872501489713500e+02 3.262225212367879018e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.623249999999999886e+02 5.401586366344932912e+02 1.340143333698309054e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.750519999999999641e+02 2.745806402892008009e+03 6.163310985252325420e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.593829999999999814e+02 9.092670383347305005e+02 2.293953113966553271e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.651209999999999809e+02 8.102379549517401756e+03 1.964608569585750865e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.638139999999999645e+02 8.372458867834644707e+02 2.053191653495823838e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.937339999999999804e+02 1.413415099193590549e+03 2.747259301140724820e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.767339999999999804e+02 6.571930079053003055e+02 1.444372862620485804e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.737410000000000139e+02 7.652247352321987819e+02 1.727082773068444522e+34
0.000000000000000000e+00 0.000000000000000000e+00 1.662559999999999718e+02 7.202115155126577406e+01 1.700535421725378413e+33
0.000000000000000000e+00 0.000000000000000000e+00 2.629799999999999827e+01 4.891436542856800429e+02 1.006564750741632669e+35
0.000000000000000000e+00 0.000000000000000000e+00 2.683799999999996544e+01 4.681374850832274888e+02 1.002659096500101240e+35
0.000000000000000000e+00 0.000000000000000000e+00 2.629799999999999827e+01 8.102379549517399937e+01 8.171119272523303304e+33
0.000000000000000000e+00 0.000000000000000000e+00 4.095799999999996999e+01 8.102379549517398516e+01 1.114916927877341393e+34
0.000000000000000000e+00 0.000000000000000000e+00 4.095799999999996999e+01 2.277668917808779497e+03 3.114211495647577166e+35
0.000000000000000000e+00 0.000000000000000000e+00 1.662559999999999718e+02 4.501321971954111518e+02 1.235662370579400287e+34
