# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.629300000000000068e+02 4.020999999999958163e+00 5.881827406064572278e+04 2.489731197376370801e+03 9.478339023992766954e+00 1.611672349548324279e-01 1.847144296517559681e-02 1.770460154367229588e+00 4.060773744356601517e-02 3.658977389435055375e+04 4.803001863277944722e+03 5.386659156122090764e+01 4.171688038563012846e+00
0.000000000000000000e+00 1.603999999999996362e+01 6.282144973437235603e+04 1.070314335553522511e+02 2.534787748246048622e+01 2.491842302983052898e-02 1.758526959140004065e-02 1.214052446592425394e+00 4.408600642829160754e-02 8.946340455230617954e+04 6.390396933711453312e+04 3.994032410718268977e+01 7.974237563274711782e+00
0.000000000000000000e+00 6.891999999999995907e+00 1.570361191949017484e+04 1.270373089862591314e+03 1.208385633922869751e+01 1.509500023099563937e-01 1.899140019869437895e-02 2.031164449112361048e+00 5.551945940741903618e-02 2.314231146535674998e+04 3.755263787011309432e+03 6.299632336505097463e+00 1.322037143591154207e+00
0.000000000000000000e+00 9.226999999999975444e+00 1.234262484709786440e+04 1.006295534174620570e+03 8.248137961524466988e+00 1.072717533933185141e-01 1.407036159098211565e-02 2.111023131353740645e+00 5.582472671148729082e-02 3.754569786278120591e+04 6.811082293954454144e+03 7.842029882999690393e+00 1.031734674703868704e+00
0.000000000000000000e+00 1.640399999999999636e+01 6.394577993358856475e+04 4.694378669862317111e+03 2.407762350577257404e+00 5.687469712738624228e-01 3.805323505137037099e-02 2.938385332801665584e+00 1.418077929729435749e-01 5.249521410743970591e+03 4.790720891897909155e+02 1.490967221059619874e+02 2.803910419541552734e+00
0.000000000000000000e+00 1.004199999999997317e+01 1.428819623275353297e+04 1.544453583266017631e+03 1.503944672364215140e+00 2.006777535176973992e-01 1.651181377796329813e-02 3.431399441307166676e+00 2.010691873623822457e-01 1.488277414082951509e+04 1.928822795349684839e+03 2.962949897993181025e+01 9.872510864604108205e-01
0.000000000000000000e+00 7.607999999999947249e+00 1.834438747636987682e+04 1.785524382208446696e+03 3.111417925869339296e+00 1.792230230925387358e-01 1.685666604433240165e-02 2.541170386572482176e+00 8.808746409328227500e-02 2.157310909817093852e+04 2.874855215095834865e+03 3.052745637292084879e+01 1.282098381733805192e+00
0.000000000000000000e+00 4.020999999999958163e+00 5.728682429641023191e+04 1.088319623441338308e+03 8.161316367648171477e-01 1.681297494647341906e-01 1.887930719223495854e-02 3.272329657231292543e+00 2.730873847218150408e-01 1.413764767437597220e+04 2.356783654085962553e+03 1.598630827449439380e+02 2.286550383472844672e+00
0.000000000000000000e+00 6.472999999999956344e+00 1.733309047333755007e+04 5.354572559082247608e+03 1.467401233858623076e+06 5.679036369108478866e-01 2.841151113479213619e-02 2.884017425956039382e+00 7.279942678485576413e-02 6.654053188698963822e+03 4.734830063400631275e+02 4.275684432059801889e-15 5.933572722117610443e-01
0.000000000000000000e+00 3.398499999999995680e+01 5.910735896061394669e+03 9.502790829680800471e+02 1.036840807387846475e+01 1.245535313723720727e-01 1.381100183038242585e-02 2.391620097015191515e+00 6.877174528798538078e-02 2.515229689250907177e+04 4.117057379914559533e+03 1.284796853531636751e+00 4.066175642718649619e-01
0.000000000000000000e+00 8.786999999999977717e+00 6.115696089852035948e+04 6.651953580776560102e+02 5.696823200013112487e-01 9.682603424159072492e-02 1.405069484262773741e-02 3.315396174301827870e+00 3.179678986744561842e-01 2.953167238964777425e+04 6.881642799293392272e+03 1.653624609817089208e+02 2.257590389139717768e+00
0.000000000000000000e+00 1.509199999999998454e+01 2.954167595504916972e+04 1.116327849044609138e+03 8.909118639068411838e-01 1.761392193737453815e-01 1.723645447954202589e-02 3.629378228092265957e+00 2.993370538304709338e-01 1.380648938430244561e+04 2.181631695022766053e+03 7.671849626691937374e+01 1.564924389808166838e+00
0.000000000000000000e+00 8.819999999999993179e+00 1.166542596376167785e+04 7.652247352321915059e+02 1.319918385674204941e+00 1.623031193423134788e-01 2.190936682145513612e-02 3.139095021073058600e+00 2.416467252391852061e-01 9.756527704116017048e+03 2.024217507929694193e+03 2.706790759178205974e+01 9.517157888167283586e-01
0.000000000000000000e+00 3.285299999999995180e+01 3.009883958579938280e+03 8.442479431842731401e+02 9.493624089355655826e+00 1.414633037362785783e-01 2.013412835688654576e-02 2.451394231051471806e+00 1.063239191837514197e-01 9.476110110327133953e+03 2.003332349239000223e+03 6.301842032306272934e-01 2.701495974388443688e-01
