# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.750099999999999909e+02 2.130399999999997362e+01 1.606571826478970615e+04 1.174344887794260558e+03 3.895436301461298712e+00 1.261351905348045144e-01 1.398973023016261696e-02 2.341976687755497277e+00 7.275534553569704133e-02 3.103960957577500449e+04 4.855816892920156533e+03 2.013335902403547806e+01 1.079208550515996956e+00
0.000000000000000000e+00 1.609799999999995634e+01 1.061931873748174112e+05 4.061192712474188511e+02 1.125846279545124133e+02 6.829432205259741706e-02 2.010714528562888154e-02 1.201756573139226125e+00 3.607405393060082038e-02 5.280454869068848348e+04 1.366853943408210034e+04 1.437069493310006862e+01 1.215434525774238139e+01
0.000000000000000000e+00 1.609799999999995634e+01 9.833587979932734743e+04 8.502497058135612917e+01 8.438092517028805742e+04 2.163715039451031413e-02 5.410344724774966696e-02 7.964504858141984167e-01 1.014923996341232509e-01 2.238230647509521077e+04 3.544037484756292542e+04 2.520530854831049550e-01 3.545105234601231814e+01
0.000000000000000000e+00 2.848099999999999454e+01 3.362087395541279693e+04 9.752864272567322814e+02 2.453273852023811941e+01 1.731438251559075936e-01 3.284880404379819652e-02 1.504219844539810280e+00 5.627398309961997858e-02 1.204692636667895022e+04 2.215676961300445328e+03 1.398193577752245886e+01 4.499535572763670999e+00
0.000000000000000000e+00 1.968499999999994543e+01 7.068575936626370822e+04 1.103324030014538721e+03 6.278073498946205033e-01 1.592481242209032588e-01 1.691966951760516188e-02 3.688339356347334785e+00 3.703977733099659275e-01 1.533072221651039217e+04 2.575991225895643311e+03 1.934231460539104148e+02 2.449936174163308333e+00
0.000000000000000000e+00 2.130399999999997362e+01 1.565359723091303385e+04 1.544453583266046280e+03 1.840661699579844601e+00 2.268558731996229150e-01 1.988100672029429264e-02 3.155186010238776539e+00 1.747553487671171246e-01 9.845303712578279374e+03 1.303196321533590435e+03 2.660120569614354480e+01 9.574935019245467416e-01
0.000000000000000000e+00 1.961799999999999500e+01 1.756915980342248440e+04 1.140334899561717918e+02 1.211818667619586587e+08 2.154218930177712737e-02 4.604614290149303124e-02 1.227985127559815037e+00 9.150802629394637344e-02 3.128486198453245379e+04 7.294608423081623914e+04 6.657754067839379739e-08 4.101237002035063917e+00
0.000000000000000000e+00 1.609799999999995634e+01 8.328045824379462283e+04 1.871549646561380996e+03 1.028709248063411907e+00 2.150425453221224137e-01 1.836526298092795023e-02 3.192339340426648242e+00 1.978510986338175015e-01 1.559825307938142032e+04 1.967127313840915349e+03 2.094734839789867635e+02 2.625437805202945452e+00
0.000000000000000000e+00 3.255899999999996908e+01 4.186229433917367714e+03 5.961750878410381347e+02 4.762201101385533875e+00 1.065310398058253588e-01 1.663625786334906737e-02 2.470882493701112459e+00 1.007416155760275794e-01 2.061188736639192211e+04 4.916778211394786013e+03 3.446165070136518960e+00 4.487413206951263445e-01
0.000000000000000000e+00 4.606199999999995498e+01 5.425593416862033337e+03 1.080317273268995450e+03 1.826350107832663738e+01 1.725258130617716712e-01 1.736983058235426827e-02 2.479525434715982524e+00 7.973698766133319182e-02 1.366721456935349306e+04 1.995357304406139292e+03 2.608173334597789217e-01 3.372712533115227451e-01
0.000000000000000000e+00 1.148599999999999000e+01 6.655954755862795537e+03 3.981169210750558705e+02 1.050749860710657835e+01 8.587119285229254106e-02 1.570027158573797030e-02 2.144277549931543625e+00 7.366018058453174810e-02 2.658623888923147024e+04 6.975840499465576613e+03 1.774873551138055339e+00 4.754348623208149993e-01
0.000000000000000000e+00 1.854999999999995453e+01 1.843241332826617145e+04 2.240658048261620934e+03 2.135171525547156790e+01 3.113224880813043605e-01 2.795319546437716879e-02 2.088100168301340265e+00 5.894395931497230928e-02 9.400484263663844104e+03 1.022535997241555947e+03 2.753598182373022674e+00 1.534744573502260900e+00
