# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.762300000000000182e+02 1.732400000000001228e+01 1.008436162845912477e+05 1.489437425831038126e+03 6.154412368060655503e+00 1.671181680088138499e-01 2.332081160252806942e-02 1.584337343759617323e+00 4.717338631747938077e-02 2.533059769205109842e+04 3.496297569799087796e+03 1.666915936235142510e+02 6.618862359938331608e+00
0.000000000000000000e+00 2.091100000000000136e+01 7.082680078805162339e+04 2.463723559316216779e+03 1.185827006611512413e+00 3.222049144784338570e-01 2.324333090373291791e-02 3.505265199786733010e+00 2.413968997617125245e-01 8.830175080910337783e+03 9.655368069048431607e+02 1.815184452689810541e+02 2.474418144211278925e+00
0.000000000000000000e+00 4.728800000000001091e+01 5.289553463931853912e+03 1.116327849044619370e+03 1.496202537551459599e+01 1.382092630366425767e-01 1.551844455050715305e-02 2.438592914565249625e+00 7.341686541954521583e-02 2.007585229383869591e+04 3.353121200931041585e+03 4.390318148661291886e-01 3.541557008132061868e-01
0.000000000000000000e+00 2.253000000000002956e+01 1.734909517368248635e+04 2.038598706409440183e+03 2.518445849448042395e+00 2.341405606987941868e-01 1.736556362638050355e-02 2.902881803448122522e+00 1.151340786709667691e-01 1.466777702231467083e+04 1.590378526034104198e+03 2.966058028210870745e+01 1.096094297273038753e+00
0.000000000000000000e+00 2.091100000000000136e+01 6.183015860677029559e+04 1.915562572509360962e+03 1.203648633043710170e+00 2.268041888525539340e-01 2.006551003318514728e-02 3.068091688553451934e+00 1.825814565033101466e-01 1.354598831713030449e+04 1.734317410057074085e+03 1.608247162602226865e+02 2.345383148224685854e+00
0.000000000000000000e+00 2.084400000000005093e+01 1.683094300002193995e+04 2.241658342033147164e+03 1.488011019825242798e+01 4.007870941788138075e-01 4.409782788889236166e-02 2.104288687187575224e+00 7.614223244281011216e-02 5.064388746839820669e+03 6.570789644627553798e+02 5.037962874052316131e+00 1.533315367793810724e+00
0.000000000000000000e+00 2.970700000000005048e+01 3.443511308545067004e+04 1.172344300251159439e+03 1.108818718530150349e+01 1.689793057480303007e-01 3.029924803018056029e-02 1.614778295067897940e+00 5.839262100778662423e-02 1.367853453707075278e+04 2.519519704938371433e+03 3.180303692864348974e+01 3.693592634824793386e+00
0.000000000000000000e+00 1.977600000000001046e+01 2.388901585204681032e+04 3.227948000776870686e+03 5.168590048998243702e+00 4.914433251693813287e-01 3.529418107416645856e-02 2.470993431375283045e+00 9.158437081315323747e-02 5.209158223167025426e+03 4.657846133350646483e+02 3.100262094181397288e+01 1.722883699983370098e+00
0.000000000000000000e+00 2.648400000000003729e+01 1.943370739358331411e+04 1.760517037919830159e+02 2.304079300200212010e+00 7.172970312042994956e-02 2.849292623056543655e-02 1.865379817101901150e+00 1.286023608155167364e-01 1.450797800142730921e+04 7.147763323676413165e+03 4.479346097978044128e+01 1.633747444878615562e+00
0.000000000000000000e+00 2.253000000000002956e+01 1.801429053176020898e+04 1.363400410616323143e+03 1.476714132320025463e+00 2.131535992652642542e-01 1.876716636026663082e-02 3.375853647195194096e+00 2.218044771921580949e-01 1.119607160699713313e+04 1.517273172542862994e+03 3.248701807847086087e+01 1.039846837511386957e+00
