# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.479599999999999795e+02 1.901599999999996271e+01 6.054778199164035868e+03 1.709502055571025267e+03 1.063825096791465086e+01 1.829236822774950311e-01 1.496004755637156229e-02 2.663884857508246551e+00 7.788421524527888717e-02 1.691809092003905971e+04 2.106946100169202055e+03 6.740322706066766978e-01 3.043811612914168463e-01
0.000000000000000000e+00 1.901599999999996271e+01 5.171518798889528625e+02 2.180640421968890621e+02 5.040429008953593879e+39 2.997323917741442134e+00 1.413639967931743735e+00 2.962373643680584312e+00 2.219368876912735988e+00 8.874542414990338912e+00 5.705450500385392587e+00 1.116595654615633655e-115 6.367506460618509445e-01
0.000000000000000000e+00 1.901599999999996271e+01 5.541627494361310937e+02 2.000587543090725973e+01 2.578804173920807408e+00 3.036734702425747945e-01 9.090856007209619349e+01 3.188057491172377134e+00 9.020380309664558283e+00 5.633073948813965899e+02 5.265070362467404921e+05 1.229021013735126955e+00 3.401842700531992336e-01
0.000000000000000000e+00 1.901599999999996271e+01 3.160928318083347222e+02 2.000587543090725973e+01 4.357316333194502178e+00 6.513033929345972417e-02 8.505434266010436772e+01 2.573930817860269116e+00 3.610579379541287715e+00 1.051275121474847401e+04 3.520241407817522436e+07 4.209130169652989251e-01 3.219851452538169401e-01
0.000000000000000000e+00 1.788399999999995771e+01 3.357986191077796320e+03 5.831712688109466853e+02 8.987194864840382991e+00 9.939430302082064017e-02 1.505520956224720361e-02 2.462133055584084573e+00 9.483312073821520416e-02 2.380309079264906904e+04 5.534017948727145267e+03 7.262359591000736581e-01 2.939830044602481096e-01
0.000000000000000000e+00 1.901599999999996271e+01 3.080904816359717984e+02 2.000587543090725973e+01 3.443235207172866463e+00 1.296190319897226606e-01 2.385584990467995794e+03 3.052930284459758781e+00 1.579504357151186866e+01 1.035378523680360740e+04 5.812301491586415768e+08 9.285973260893973791e-01 5.522469301812928943e-01
0.000000000000000000e+00 2.011699999999996180e+01 3.083905697674363182e+03 7.952335483785636825e+02 7.592873907237617459e+00 2.063958557965066831e-01 2.343610349427384734e-02 2.790435064100624363e+00 1.216116374855130827e-01 7.411683962899248399e+03 1.300071508233713303e+03 6.337669508103894733e-01 2.423221003798358975e-01
0.000000000000000000e+00 8.987000000000000455e+01 1.337392772556149794e+03 6.301850760735787560e+01 1.853630807299057182e+01 2.062594347343932599e-01 1.224333080848318128e-01 1.923481048588054243e+00 2.331060486957254874e-01 9.806788949173864012e+02 7.309680629562343483e+02 3.425707487575312959e-01 4.832314648100445309e-01
0.000000000000000000e+00 1.022499999999996589e+01 4.871430667425919410e+02 4.701380726263205645e+01 5.220709559166791358e+00 8.751573841024273825e-01 8.358592609337929247e-01 2.549573670572015782e+00 1.294690958288607252e+00 3.353971724403608334e+01 4.413063317429643462e+01 6.990047736802202927e-01 3.417086795096760388e-01
0.000000000000000000e+00 1.022499999999996589e+01 4.444305226976050108e+03 8.202408926671976133e+02 8.823517525709370091e+00 1.026345605258935784e-01 1.418806703862609229e-02 2.459928113552807716e+00 7.860086575859630276e-02 2.949755508352116522e+04 6.443733076300884022e+03 1.029084661692943214e+00 3.593935617128708460e-01
