# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
5.123700000000000045e+02 5.346299999999996544e+01 6.042574615151924809e+04 3.123917448536113625e+03 4.948053867122760963e+00 3.068753066868146195e-01 2.949970222418213384e-02 1.978870697134271550e+00 6.194079899326831312e-02 1.269543494109775384e+04 1.361904479793970722e+03 1.031520202505029005e+02 3.792389765868615203e+00
0.000000000000000000e+00 6.584600000000000364e+01 4.910942271402466577e+04 1.989584311603692413e+03 2.294913934300814251e+00 2.827914609199544960e-01 3.161772794338436193e-02 2.354902499688914297e+00 1.190261083724375307e-01 7.674641307989485540e+03 1.078631482688443839e+03 1.100650824210560330e+02 2.513018744047313735e+00
0.000000000000000000e+00 5.866899999999998272e+01 4.558038628801200684e+04 1.566460046240010797e+03 1.342927273655783571e+00 1.921541026529676177e-01 1.850133992083755757e-02 2.874993568787864273e+00 1.526732434679009542e-01 1.549718777927388510e+04 2.140311266719502328e+03 1.153482204603023291e+02 1.955472951780674151e+00
0.000000000000000000e+00 5.822899999999998499e+01 2.839433899908822059e+04 9.272723262225349572e+02 9.743893591012646738e+00 1.512399208321577315e-01 2.321206241383444793e-02 1.744699520085864375e+00 5.441972062451037873e-02 1.847657148911176046e+04 3.156235717812392068e+03 2.576746540316534606e+01 2.643525320784969157e+00
0.000000000000000000e+00 5.695199999999999818e+01 1.549355022746565191e+04 8.912617504469025107e+02 3.725662821358674393e+01 1.575401578253328438e-01 2.412586531520730451e-02 1.784751146836461411e+00 5.453671595777156988e-02 1.438875187648608517e+04 2.557049778478827193e+03 1.668644271431648063e+00 1.711417169917714975e+00
0.000000000000000000e+00 5.633400000000000318e+01 1.257669358963947161e+04 1.017298765661616130e+03 4.651694290998220183e+00 1.433563348752099897e-01 1.644171987809605121e-02 2.275697989787953901e+00 7.185137802742024016e-02 2.163045864571966013e+04 3.438311788775357854e+03 1.573678233401001059e+01 1.048252924691530197e+00
0.000000000000000000e+00 5.591499999999996362e+01 1.453026732546750100e+04 1.638481197791275690e+03 1.467233680426117182e+09 2.754039887778089724e-01 3.061003587322047234e-02 1.968142828821250578e+00 6.245482216026420480e-02 7.902589573400594418e+03 1.027402287477152640e+03 1.136582593740343305e-15 1.392205651905273678e+00
0.000000000000000000e+00 5.704999999999995453e+01 7.463191829499744017e+03 8.372458867834541252e+02 1.243159275363861838e+01 1.653907028328893969e-01 2.202077371073819789e-02 2.146772218372907215e+00 7.055746076747757001e-02 1.221772053575362224e+04 2.161544063134341286e+03 2.294040396837697227e+00 7.089561861000082121e-01
0.000000000000000000e+00 8.342699999999996407e+01 5.104499116195856914e+03 8.732564625590863443e+02 5.153995896697577089e+06 1.604279648282113668e-01 1.696620751016683290e-02 2.436621550632156907e+00 7.423341687777240683e-02 1.510568701670476366e+04 2.341842525143144485e+03 1.544485699409900294e-14 3.030557262955338449e-01
0.000000000000000000e+00 6.469599999999996953e+01 1.386407167361831125e+04 8.732564625590867990e+02 2.371912850513759885e+00 2.113827721434347606e-01 2.845924858757455447e-02 2.539596513898144448e+00 1.437259734905904363e-01 7.416868915534580992e+03 1.353070517543412507e+03 3.189081150823482602e+01 1.180757151593939236e+00
0.000000000000000000e+00 6.584600000000000364e+01 3.055497354562657347e+04 1.026301409605524213e+03 9.584003147910656883e-01 2.088626247919323498e-01 2.181091447998850796e-02 3.475375826597864926e+00 3.107448667939098907e-01 8.334249309329594325e+03 1.334445306022945942e+03 8.319841570881314397e+01 1.582732194469468556e+00
0.000000000000000000e+00 5.948399999999998045e+01 5.986758222698837926e+03 1.134333136932422349e+03 2.857995002085675473e+00 2.294195135079952763e-01 2.282921531779227853e-02 2.972497016293473404e+00 1.533305357382260814e-01 7.229764759723079806e+03 1.084194818025505811e+03 8.012125483261684167e+00 5.503177278990686316e-01
0.000000000000000000e+00 6.091199999999997772e+01 1.127131021777281603e+04 5.761692124101191439e+02 1.759885332159853988e+00 1.722645555515734950e-01 2.698651159660387863e-02 2.699906901237635548e+00 1.914463944033546472e-01 7.582287921281210402e+03 1.679464818118487074e+03 2.851202844656030422e+01 9.993607860752367067e-01
0.000000000000000000e+00 4.885099999999999909e+01 5.599644533110795237e+03 3.150925380367836510e+02 6.509750942090485104e+00 7.462814782104550126e-02 1.754931052156126145e-02 2.152800245356436104e+00 8.125242236476841462e-02 3.340494668474006903e+04 1.187438475459553956e+04 4.435626184842098141e+00 6.183381490952049031e-01
0.000000000000000000e+00 6.992399999999997817e+01 7.499202405275378624e+03 7.562220912882802395e+02 2.104612300014634396e+00 1.534126018859834351e-01 2.105158045102776751e-02 2.788493569545360984e+00 1.678283896040244916e-01 1.083120667046510061e+04 2.223966755230230319e+03 1.458913863265415500e+01 7.325803780962233391e-01
0.000000000000000000e+00 5.891199999999997772e+01 7.985345178246407158e+03 3.781110456441405177e+02 1.132447181290439753e+00 1.155136248833929236e-01 2.155368083369295362e-02 3.106858253146868698e+00 3.079699695977273777e-01 1.220762280732016916e+04 3.701276130568069220e+03 2.028655131648420351e+01 7.864600775490344642e-01
0.000000000000000000e+00 5.175899999999995771e+01 9.317736481944786647e+03 1.449425674969205829e+03 7.885660314460410270e+00 3.511140255903080210e-01 3.794481812696690048e-02 2.299610450999486133e+00 9.848288126795805286e-02 4.086797975489802866e+03 5.556528058369817700e+02 6.373882546755456069e+00 9.852704754741774540e-01
0.000000000000000000e+00 1.026119999999999663e+02 4.258250585468507779e+03 3.961163335319567977e+02 2.164406886622856074e+00 1.297868563812224485e-01 2.835250950316142715e-02 2.607642520901913397e+00 2.109370118739504196e-01 6.874587449726553132e+03 2.182927844617452138e+03 8.936613453672634932e+00 5.823404505470350934e-01
0.000000000000000000e+00 8.229499999999995907e+01 2.565753524013808601e+03 2.970872501489674278e+02 1.465317267031015191e+01 8.739685749202293075e-02 1.886474557325798149e-02 2.307584195745304267e+00 9.484370212332625394e-02 1.790995633703872227e+04 6.113487962529304241e+03 2.636624684081415038e-01 2.343200621565317276e-01
0.000000000000000000e+00 5.460800000000000409e+01 3.628065509394949913e+03 2.160634546537945084e+02 5.137368886081611130e+00 7.223636704689673227e-02 2.766708423985325682e-02 2.032860684733096779e+00 1.217258487529990357e-01 1.398198517817582251e+04 7.542865582098192135e+03 4.805039934231833065e+00 6.282190000406497887e-01
