# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
4.633500000000000227e+02 4.443999999999959982e+00 5.186723264217523683e+04 1.736509987402723254e+03 6.489507920151226044e+10 1.235793145786974467e-01 1.658304553604840470e-02 1.618054809128086413e+00 3.332370599304475267e-02 4.821653077326165658e+04 7.208686955181970006e+03 1.047594510756944013e-14 4.245294102772916744e+00
0.000000000000000000e+00 9.649999999999977263e+00 1.203253377791881394e+04 7.752276729476443506e+02 1.424711213649637465e+01 8.557206424155587576e-02 1.391891891023747975e-02 1.976252610806437326e+00 4.987546609674536890e-02 4.678303235373712960e+04 1.046846685505831556e+04 3.811213981884292501e+00 1.042618954625034178e+00
0.000000000000000000e+00 7.314999999999997726e+00 2.004588718176893599e+04 1.860546415074345987e+03 5.787017800231304854e+00 1.982040701156518869e-01 2.058428859541456407e-02 2.221238622112625460e+00 6.854372153923439515e-02 1.755356731135576774e+04 2.410417946317623318e+03 1.951098325734688288e+01 1.537532795116690831e+00
0.000000000000000000e+00 1.646299999999996544e+01 5.773995737492028275e+04 1.453426850055389878e+03 4.621708880937184460e+00 1.785359859867111099e-01 2.736422483292640789e-02 1.770024215914923760e+00 6.398757253705604497e-02 1.709940787174051729e+04 2.881608435253765947e+03 1.075135989846172464e+02 4.292001402076143890e+00
0.000000000000000000e+00 8.030999999999949068e+00 2.050302143536476069e+04 2.362693888390110260e+03 2.617491835048386228e+00 2.670408320013025194e-01 2.218682198684093082e-02 2.818659424490231213e+00 1.182687516339154116e-01 1.164517293483956746e+04 1.381133850963008854e+03 3.735254344571843887e+01 1.322702503072754832e+00
0.000000000000000000e+00 9.209999999999979536e+00 5.842515860842848633e+04 4.991465920011283742e+03 2.843000721645496220e+00 4.853367971592506547e-01 3.180801256121006809e-02 2.733001947029852108e+00 1.089417873472362797e-01 7.891353200787644710e+03 6.690853745131743153e+02 1.248859194668406474e+02 2.703589499422382136e+00
0.000000000000000000e+00 2.561699999999996180e+01 2.765412160814281378e+04 8.312441241541833961e+02 1.638616703700170429e+00 1.215489284172972945e-01 1.817768014735803017e-02 2.461487257130970718e+00 1.270952506420194306e-01 2.078904960668611238e+04 4.344332111061549767e+03 6.876050583172201414e+01 1.647530685157063246e+00
0.000000000000000000e+00 3.440799999999995862e+01 5.845716800910946404e+03 1.035304053549434457e+03 8.551410897876872141e+00 1.341483220740397053e-01 1.389874411854997646e-02 2.491201907585585129e+00 7.472060557866680441e-02 2.398062849462303711e+04 3.687807515440427778e+03 1.533278647005398510e+00 3.836300737675752970e-01
0.000000000000000000e+00 1.567699999999996407e+01 1.058810957180735932e+04 4.811413041133123443e+02 8.250900834087051550e+00 1.061077150857861195e-01 2.310759763234145059e-02 1.922594918544771048e+00 7.719320635877063852e-02 1.665342385336793086e+04 4.555849285550482819e+03 7.713973180364425808e+00 1.063718100251819232e+00
0.000000000000000000e+00 6.895999999999958163e+00 1.736109869894084113e+04 5.513619268757954160e+03 6.109676187665814359e+04 5.164231229993729855e-01 2.538497399273844865e-02 2.883350583587684479e+00 6.878914342656018699e-02 7.917266028945658945e+03 5.631238980214786807e+02 3.735352931608323199e-11 5.614723834427953753e-01
0.000000000000000000e+00 2.739999999999952252e+00 1.645183166060608346e+04 8.602526435289991014e+02 4.604663924837615967e+09 1.473089845481031224e-01 2.488531419267873968e-02 1.774298344955749673e+00 5.420378730768701803e-02 1.650390159776826840e+04 3.344085344123743198e+03 7.896070583808475724e-15 1.759659784547411121e+00
0.000000000000000000e+00 9.209999999999979536e+00 3.572349146320035652e+04 8.012353110078234977e+02 6.858846110884546654e-01 1.888456171172059606e-01 2.472241079078753984e-02 3.728657336934097621e+00 5.120128200702271926e-01 5.964470845927305163e+03 1.236691494784283577e+03 9.649150796182175327e+01 1.742064495678531166e+00
0.000000000000000000e+00 7.932999999999992724e+00 1.213856491770262073e+04 1.281376321349589944e+03 5.710038841976263523e+08 2.046894797887563455e-01 2.624943203984758666e-02 2.014611217449127079e+00 6.174881253331598180e-02 1.186199855171255149e+04 1.888531280360857409e+03 2.218655594635661878e-15 1.067288639296238628e+00
0.000000000000000000e+00 1.046499999999997499e+01 1.271373383634118545e+04 1.368401879474035468e+03 1.719581139599411612e+00 1.845768190862710489e-01 1.693522224882449204e-02 3.249331996964994751e+00 1.802072864495720406e-01 1.545669294575262575e+04 2.242601827928823695e+03 2.189970854849782711e+01 8.743868996122524662e-01
0.000000000000000000e+00 9.209999999999979536e+00 5.510418328689752525e+04 9.882902462868028124e+02 6.130514587498889778e-01 1.775177236936438530e-01 1.963937108349750327e-02 3.886207465685826978e+00 4.755693699824690146e-01 9.612481640915124444e+03 1.719422158376198013e+03 1.543805376526740645e+02 2.183335320056730477e+00
0.000000000000000000e+00 9.468999999999994088e+00 1.785424352831267970e+04 7.172106341980140769e+02 9.597332416345802919e-01 1.547942561484645929e-01 2.020829681065509920e-02 3.417658220954618464e+00 3.218391276623877029e-01 1.136202182910077863e+04 2.330284170630289736e+03 4.441179602605526355e+01 1.202568012572131417e+00
0.000000000000000000e+00 1.551499999999998636e+01 3.155126614208454339e+04 9.482784954249892735e+02 2.500640280033728402e+00 2.182385154828937746e-01 3.596539957643886398e-02 2.137594106453432730e+00 1.213343483456824357e-01 6.857549860233858453e+03 1.347054650196813782e+03 7.428004781491759445e+01 2.151639585757798567e+00
0.000000000000000000e+00 3.327599999999995362e+01 2.995879845778303206e+03 4.571342535962236866e+02 9.222802223229379592e+00 9.786573096987825904e-02 1.582365443340969999e-02 2.439946422852167451e+00 9.602933895217763416e-02 2.164476618773271548e+04 5.326295698537490352e+03 6.597134773729110835e-01 2.581990494157789251e-01
0.000000000000000000e+00 1.646299999999996544e+01 4.766399821414113103e+04 6.842009397370175066e+02 5.937391890706870123e-01 1.619877391270055367e-01 2.292749596041501053e-02 3.705173275431817181e+00 5.007913879063055074e-01 8.671703431952177198e+03 1.931447523599667647e+03 1.397916377785719533e+02 2.092880803867551709e+00
0.000000000000000000e+00 5.588999999999998636e+00 4.619356636996375528e+03 8.642538186151803075e+02 8.017519412244658028e+00 2.228530009828192937e-01 3.556246737393101848e-02 2.400379891029106094e+00 1.132869437170526405e-01 5.617816683664171251e+03 1.249196370198383420e+03 2.067639555727119660e+00 5.201439000805700985e-01
0.000000000000000000e+00 8.369999999999947704e+00 7.896319032578876431e+03 8.152394238094582306e+02 1.468819832529756120e+01 1.708929188607011540e-01 2.473197385721640634e-02 2.053318475583738589e+00 7.460657670303430522e-02 1.024937324505837205e+04 1.898379655293222640e+03 2.188069226499586684e+00 8.453173035397221202e-01
