# 		ID		CurrentAges[Yr]		X[pc]		Y[pc]		Z[pc]		mass[Msun]		t_sim[Myr]
6.010000000000000000e+02 7.342400000000003502e+01 4.941345393534339081e+01 -6.654109215497726382e+01 -1.432141661030138380e+01 9.002643943908124058e+00 4.485945478508197652e+02
4.100000000000000000e+02 7.342400000000003502e+01 5.009207622672920479e+01 -6.751522305744043706e+01 -7.319978323749442239e+00 9.002643943908124058e+00 0.000000000000000000e+00
5.970000000000000000e+02 7.342400000000003502e+01 5.540853231516251753e+01 -7.802319326754988538e+01 -6.444818727588617513e+00 9.002643943908124058e+00 0.000000000000000000e+00
5.980000000000000000e+02 7.342400000000003502e+01 5.540853231516251753e+01 -7.802319326754988538e+01 -6.444818727588617513e+00 9.002643943908124058e+00 0.000000000000000000e+00
4.230000000000000000e+02 7.342400000000003502e+01 5.215245107795296775e+01 -7.789660573423033441e+01 -3.912660177843597875e+00 9.002643943908124058e+00 0.000000000000000000e+00
6.030000000000000000e+02 7.342400000000003502e+01 5.132047116506529960e+01 -6.160908542108201402e+01 -1.626561462195404673e+01 9.002643943908124058e+00 0.000000000000000000e+00
5.990000000000000000e+02 7.342400000000003502e+01 5.532127257690156341e+01 -5.567911062795168675e+01 -1.148189699418144194e+01 9.002643943908124058e+00 0.000000000000000000e+00
1.260000000000000000e+02 1.090330000000000155e+02 2.276697296861518893e+01 -5.125576641124548871e+01 -2.299872434456645909e+00 9.002643943908127611e+00 0.000000000000000000e+00
3.500000000000000000e+01 1.090330000000000155e+02 2.626858265775647894e+01 -5.018677323670184620e+01 1.141426761932094891e+01 9.002643943908127611e+00 0.000000000000000000e+00
1.210000000000000000e+02 1.090330000000000155e+02 1.128764675575556176e+01 -4.966010936400192577e+01 3.640657443280726824e+00 9.002643943908127611e+00 0.000000000000000000e+00
2.920000000000000000e+02 9.050500000000005230e+01 -7.258977779956103404e+01 7.757442022671934012e+01 -2.207710092024119319e+01 9.002643943908125834e+00 0.000000000000000000e+00
1.770000000000000000e+02 9.050500000000005230e+01 -7.735663599630068177e+01 7.483455052807993013e+01 -3.178024019381432552e+01 9.002643943908125834e+00 0.000000000000000000e+00
1.780000000000000000e+02 9.050500000000005230e+01 -7.735663599630068177e+01 7.483455052807993013e+01 -3.178024019381432552e+01 9.002643943908125834e+00 0.000000000000000000e+00
4.408000000000000000e+03 2.075200000000000955e+01 -6.838028266701499547e+01 6.864098391451733505e+01 -1.590085373126662383e+01 9.002643943908124058e+00 0.000000000000000000e+00
4.447000000000000000e+03 2.075200000000000955e+01 -6.848768444522687560e+01 7.336317855504967156e+01 -1.572014765034515271e+01 9.002643943908124058e+00 0.000000000000000000e+00
4.517000000000000000e+03 2.075200000000000955e+01 -7.423536480412209926e+01 6.668172139833008316e+01 -1.130320980729027447e+01 1.000293771545347177e+01 0.000000000000000000e+00
1.990000000000000000e+02 9.050500000000005230e+01 -8.481035245386364352e+01 6.344803191525749497e+01 -2.812127344338445667e+01 9.002643943908125834e+00 0.000000000000000000e+00
3.440000000000000000e+02 9.050500000000005230e+01 -7.436281368798651670e+01 6.682462410864904712e+01 -1.417648890937008588e+01 9.002643943908125834e+00 0.000000000000000000e+00
2.630000000000000000e+02 9.050500000000005230e+01 -7.408990763764307985e+01 6.804073744501070564e+01 -9.140916310465188488e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.900000000000000000e+02 9.050500000000005230e+01 -7.340268653209581373e+01 6.643925857461260875e+01 -8.653944121714781446e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.670000000000000000e+02 9.050500000000005230e+01 -6.992771315367102147e+01 7.274114385742662137e+01 -8.783473481411776973e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.630000000000000000e+02 9.050500000000005230e+01 -7.343678126753229662e+01 6.578202625463988795e+01 -8.963062429607328241e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.370000000000000000e+02 9.050500000000005230e+01 -7.236888349630642381e+01 6.535653589850757328e+01 -9.821833157182476626e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.240000000000000000e+02 9.050500000000005230e+01 -7.181281865627796890e+01 6.556847483896646622e+01 -8.175937446815094489e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.250000000000000000e+02 9.050500000000005230e+01 -7.181281865627796890e+01 6.556847483896646622e+01 -8.175937446815094489e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.180000000000000000e+02 9.050500000000005230e+01 -7.354765213043965844e+01 6.574474781239773336e+01 -8.296151768329520948e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.420000000000000000e+02 9.050500000000005230e+01 -7.467254204873215429e+01 6.564178468457694748e+01 -7.937411016075522241e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.710000000000000000e+02 9.050500000000005230e+01 -7.433077832994609935e+01 6.551152983536576357e+01 -7.773749987552985630e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.040000000000000000e+02 9.050500000000005230e+01 -7.558475880181822504e+01 6.524421226858460443e+01 -7.839917577000205640e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.760000000000000000e+02 9.050500000000005230e+01 -7.509160040378672818e+01 6.667033915158292245e+01 -7.660846018060939677e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.380000000000000000e+02 9.050500000000005230e+01 -7.153532701526896176e+01 6.519281157631499468e+01 -8.145096101437653502e+00 9.002643943908125834e+00 0.000000000000000000e+00
4.564000000000000000e+03 2.075200000000000955e+01 -6.887669516313347629e+01 7.883049136107953814e+01 -4.522765002243196442e+00 9.002643943908124058e+00 0.000000000000000000e+00
2.480000000000000000e+02 9.050500000000005230e+01 -7.534885432363898872e+01 6.557066903631340438e+01 -7.698002156965378262e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.690000000000000000e+02 9.050500000000005230e+01 -7.240550391241052353e+01 6.560637238759142065e+01 -7.594018420091103394e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.360000000000000000e+02 9.050500000000005230e+01 -7.496453795187970570e+01 6.596050834482933567e+01 -7.614083649900651452e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.300000000000000000e+02 9.050500000000005230e+01 -7.536133214514832446e+01 6.610235951677339017e+01 -7.576724635811234343e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.930000000000000000e+02 9.050500000000005230e+01 -7.519930949634148476e+01 6.631387158547286731e+01 -7.597825058223134143e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.940000000000000000e+02 9.050500000000005230e+01 -7.519930949634148476e+01 6.631387158547286731e+01 -7.597825058223134143e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.270000000000000000e+02 9.050500000000005230e+01 -7.518529112265642311e+01 6.601608412918069746e+01 -7.452851290037785681e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.280000000000000000e+02 9.050500000000005230e+01 -7.518529112265642311e+01 6.601608412918069746e+01 -7.452851290037785681e+00 9.002643943908125834e+00 0.000000000000000000e+00
1.980000000000000000e+02 9.050500000000005230e+01 -7.490566621288080285e+01 6.610725444046950372e+01 -7.485691582871884187e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.210000000000000000e+02 9.050500000000005230e+01 -7.523117195152126158e+01 6.641094022089555438e+01 -7.454403654780342947e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.220000000000000000e+02 9.050500000000005230e+01 -7.523117195152126158e+01 6.641094022089555438e+01 -7.454403654780342947e+00 9.002643943908125834e+00 0.000000000000000000e+00
1.860000000000000000e+02 9.050500000000005230e+01 -7.460637993894813746e+01 6.560897555176474327e+01 -7.397536113606105523e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.670000000000000000e+02 9.050500000000005230e+01 -7.479945727462401805e+01 6.638308478231496679e+01 -7.271280012314438324e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.030000000000000000e+02 9.050500000000005230e+01 -7.520910011101773307e+01 6.594950693280109988e+01 -7.531604466220651162e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.810000000000000000e+02 9.050500000000005230e+01 -7.519344588806156082e+01 6.647779958971655390e+01 -7.304417170048160379e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.820000000000000000e+02 9.050500000000005230e+01 -7.519344588806156082e+01 6.647779958971655390e+01 -7.304417170048160379e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.090000000000000000e+02 9.050500000000005230e+01 -7.490666763655511318e+01 6.574661736757128949e+01 -7.420394679726717513e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.830000000000000000e+02 9.050500000000005230e+01 -7.539302515844298114e+01 6.768631148369442485e+01 -7.353548689190985144e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.490000000000000000e+02 9.050500000000005230e+01 -7.493293987897301633e+01 6.601331383926130059e+01 -7.311904740083983611e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.480000000000000000e+02 9.050500000000005230e+01 -7.535217510072052960e+01 6.589857106169887402e+01 -7.261370054292925147e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.490000000000000000e+02 9.050500000000005230e+01 -7.535217510072052960e+01 6.589857106169887402e+01 -7.261370054292925147e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.320000000000000000e+02 9.050500000000005230e+01 -7.387212352854710673e+01 6.504705942660903872e+01 -8.827063738217159283e+00 9.002643943908125834e+00 0.000000000000000000e+00
1.940000000000000000e+02 9.050500000000005230e+01 -7.599149329150866095e+01 6.648997269079951877e+01 -7.201498747294684755e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.750000000000000000e+02 9.050500000000005230e+01 -7.525410869793327606e+01 6.592075473993614310e+01 -7.168735919931842560e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.020000000000000000e+02 9.050500000000005230e+01 -7.495469914937876865e+01 6.503648554213850730e+01 -7.375885752092063541e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.580000000000000000e+02 9.050500000000005230e+01 -7.218131080506475428e+01 6.512846539426718095e+01 -8.478346210656061643e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.180000000000000000e+02 9.050500000000005230e+01 -7.545215310027070643e+01 6.609871192214183111e+01 -7.201416311809187398e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.190000000000000000e+02 9.050500000000005230e+01 -7.545215310027070643e+01 6.609871192214183111e+01 -7.201416311809187398e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.540000000000000000e+02 9.050500000000005230e+01 -7.548338619636395208e+01 6.628535703728176998e+01 -7.133174484576478847e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.260000000000000000e+02 9.050500000000005230e+01 -7.993602271953926675e+01 6.138142396025588710e+01 -2.313705708369579028e+01 9.002643943908125834e+00 0.000000000000000000e+00
2.310000000000000000e+02 9.050500000000005230e+01 -7.529708822781860533e+01 6.617832569165673817e+01 -7.100821662543476798e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.980000000000000000e+02 9.050500000000005230e+01 -7.506083888897026668e+01 6.611787072557896749e+01 -6.915354254344492801e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.330000000000000000e+02 9.050500000000005230e+01 -7.507594642698913390e+01 6.621744803026142279e+01 -7.107406958112749251e+00 9.002643943908125834e+00 0.000000000000000000e+00
3.320000000000000000e+02 9.050500000000005230e+01 -7.507594642698913390e+01 6.621744803026142279e+01 -7.107406958112749251e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.170000000000000000e+02 9.050500000000005230e+01 -7.536653400446378726e+01 6.610870389008259451e+01 -7.079335758847501658e+00 9.002643943908125834e+00 0.000000000000000000e+00
1.920000000000000000e+02 9.050500000000005230e+01 -7.530680759609938946e+01 6.647431281134880976e+01 -7.090377445322902261e+00 9.002643943908125834e+00 0.000000000000000000e+00
1.930000000000000000e+02 9.050500000000005230e+01 -7.530680759609938946e+01 6.647431281134880976e+01 -7.090377445322902261e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.540000000000000000e+02 9.050500000000005230e+01 -7.530996090548289601e+01 6.645158925348685841e+01 -6.945163435034007904e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.550000000000000000e+02 9.050500000000005230e+01 -7.530996090548289601e+01 6.645158925348685841e+01 -6.945163435034007904e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.780000000000000000e+02 9.050500000000005230e+01 -7.558102988234243469e+01 6.656543653332127519e+01 -6.952175297182269453e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.790000000000000000e+02 9.050500000000005230e+01 -7.558102988234243469e+01 6.656543653332127519e+01 -6.952175297182269453e+00 9.002643943908125834e+00 0.000000000000000000e+00
2.000000000000000000e+02 9.050500000000005230e+01 -7.401255318694869345e+01 6.601624065980261946e+01 -7.081136681450231229e+00 9.002643943908125834e+00 0.000000000000000000e+00
