# 		ID		CurrentAges[Yr]		X[pc]		Y[pc]		Z[pc]		mass[Msun]		t_sim[Myr]
5.280000000000000000e+02 1.772899999999998499e+01 6.239245974055893385e+01 -7.279861568161243213e+01 -2.194709893535657930e+00 1.000293771545365118e+01 3.929004751825933113e+02
3.940000000000000000e+02 1.772899999999998499e+01 6.529553610164263944e+01 -7.370584973555716601e+01 1.349124058004253834e+00 1.000293771545365118e+01 0.000000000000000000e+00
6.030000000000000000e+02 1.772899999999998499e+01 6.029396269005478359e+01 -6.325358112776233099e+01 -7.176874801591458741e+00 1.000293771545365118e+01 0.000000000000000000e+00
5.840000000000000000e+02 1.772899999999998499e+01 5.056979760144143654e+01 -1.015555926811458676e+02 -2.704643664936020642e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.850000000000000000e+02 1.772899999999998499e+01 5.281727490188749385e+01 -1.031761843709791577e+02 -2.556495815478701417e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.910000000000000000e+02 1.772899999999998499e+01 5.105424532352755307e+01 -1.068804878367302251e+02 -2.750667259830133204e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.770000000000000000e+02 1.772899999999998499e+01 5.025201975095980345e+01 -8.106949353346742271e+01 -2.438484981960645470e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.520000000000000000e+02 1.772899999999998499e+01 4.413253681472993151e+01 -8.024147613140337398e+01 -2.257736381874824261e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.110000000000000000e+02 1.772899999999998499e+01 4.528108375939365970e+01 -8.023828594866900232e+01 -1.568135289997301740e+01 9.002643943908285706e+00 0.000000000000000000e+00
6.040000000000000000e+02 1.772899999999998499e+01 4.483126140751100053e+01 -8.274839554489913951e+01 -2.066393177158213135e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.170000000000000000e+02 1.772899999999998499e+01 4.508166010072806529e+01 -8.049424478392619164e+01 -2.099812610265313140e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.240000000000000000e+02 1.772899999999998499e+01 4.584537178370461419e+01 -8.155706686873823230e+01 -2.234311500071071777e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.400000000000000000e+02 1.772899999999998499e+01 4.507622603908750847e+01 -7.902772622202397201e+01 -2.184174582588700275e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.690000000000000000e+02 1.772899999999998499e+01 4.505560206828808134e+01 -8.086723092407842728e+01 -2.007651308674463664e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.000000000000000000e+02 1.772899999999998499e+01 4.489121751995372733e+01 -8.050886770148295568e+01 -2.138604825179090696e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.700000000000000000e+02 1.772899999999998499e+01 4.483690260198703470e+01 -7.933732273558243264e+01 -2.076717026539402511e+01 9.002643943908285706e+00 0.000000000000000000e+00
4.480000000000000000e+02 1.772899999999998499e+01 4.434087044557541901e+01 -7.951247245048314483e+01 -1.937456503733537261e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.650000000000000000e+02 1.772899999999998499e+01 4.429195859421011505e+01 -7.903002984303032008e+01 -2.083291255918665286e+01 1.000293771545365118e+01 0.000000000000000000e+00
6.100000000000000000e+02 1.772899999999998499e+01 4.419288324514314326e+01 -8.009950404093886789e+01 -2.059604931014169793e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.180000000000000000e+02 1.772899999999998499e+01 4.417126457251437444e+01 -8.009868339467421094e+01 -2.136760941935284208e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.860000000000000000e+02 1.772899999999998499e+01 4.413624684434954304e+01 -7.936040068140647463e+01 -2.146897493093256770e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.900000000000000000e+02 1.772899999999998499e+01 4.185854428137630379e+01 -8.777465401094849540e+01 -2.222693537892822491e+01 9.002643943908285706e+00 0.000000000000000000e+00
4.200000000000000000e+02 1.772899999999998499e+01 4.181331238380953153e+01 -7.969062324477967252e+01 -1.754639061577434589e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.870000000000000000e+02 1.772899999999998499e+01 3.990322772625592762e+01 -8.098146821980567722e+01 -1.531732846122932834e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.320000000000000000e+02 1.772899999999998499e+01 4.111885561042035420e+01 -8.055048004176087773e+01 -2.183725596418661397e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.890000000000000000e+02 1.772899999999998499e+01 4.079838419062178900e+01 -7.964125481969612963e+01 -2.231565619418348945e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.500000000000000000e+02 1.772899999999998499e+01 4.251851875387875879e+01 -8.079410285421485582e+01 -2.137337350430365746e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.040000000000000000e+02 1.772899999999998499e+01 4.380018940529699023e+01 -8.092907135534763086e+01 -2.058820681090185190e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.660000000000000000e+02 1.772899999999998499e+01 4.276446742289668634e+01 -7.892115171293177411e+01 -1.884752368424876678e+01 1.000293771545365118e+01 0.000000000000000000e+00
3.970000000000000000e+02 1.772899999999998499e+01 4.189949819626255589e+01 -8.085808633836597892e+01 -2.317360979095105478e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.170000000000000000e+02 1.772899999999998499e+01 4.398181783771394748e+01 -8.125025418090662299e+01 -2.274891211113719436e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.090000000000000000e+02 1.772899999999998499e+01 4.314620738565518110e+01 -7.960638227374168707e+01 -2.327753371162324214e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.780000000000000000e+02 1.772899999999998499e+01 4.292349874374692575e+01 -7.974774135659355068e+01 -2.106101279130022164e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.800000000000000000e+02 1.772899999999998499e+01 4.273020110416894823e+01 -7.921206095579684359e+01 -2.101322549338095769e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.660000000000000000e+02 1.772899999999998499e+01 4.348926769894912781e+01 -7.950520230720235304e+01 -2.092934987433291383e+01 9.002643943908285706e+00 0.000000000000000000e+00
4.730000000000000000e+02 1.772899999999998499e+01 4.367561473020737139e+01 -7.881207662658042068e+01 -2.084972253609261372e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.960000000000000000e+02 1.772899999999998499e+01 4.287763731644244558e+01 -7.909103226045215251e+01 -2.061675882954781969e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.760000000000000000e+02 1.772899999999998499e+01 4.309755737014354793e+01 -7.887231026355173924e+01 -2.044624493304254997e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.040000000000000000e+02 1.772899999999998499e+01 4.399668198708776146e+01 -7.875453073485282118e+01 -2.050311060295281607e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.680000000000000000e+02 1.772899999999998499e+01 4.359474865263633347e+01 -7.988727071814255964e+01 -2.138654840721060779e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.260000000000000000e+02 1.772899999999998499e+01 4.287711725856803469e+01 -7.996199334664707692e+01 -2.130050179272310018e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.510000000000000000e+02 1.772899999999998499e+01 4.381513767052375385e+01 -7.993083948622901858e+01 -2.127911066012894636e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.600000000000000000e+02 1.772899999999998499e+01 4.367600564812472896e+01 -7.997288878402102341e+01 -2.133138845014309481e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.780000000000000000e+02 1.772899999999998499e+01 4.398055665741135556e+01 -7.923255266447111467e+01 -2.155634265544023620e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.340000000000000000e+02 1.772899999999998499e+01 4.392997410389827451e+01 -7.959486781899427399e+01 -2.139345562980865623e+01 9.002643943908285706e+00 0.000000000000000000e+00
4.950000000000000000e+02 1.772899999999998499e+01 4.391101735799917805e+01 -7.937883319103066526e+01 -2.144872921569797697e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.730000000000000000e+02 1.772899999999998499e+01 4.296125720567219020e+01 -7.894286751305602934e+01 -2.137737194004713714e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.570000000000000000e+02 1.772899999999998499e+01 4.386197076495703584e+01 -7.892452475488290986e+01 -2.124845622310105497e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.910000000000000000e+02 1.772899999999998499e+01 4.380333681662268219e+01 -7.880847401339498504e+01 -2.120917068519322513e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.860000000000000000e+02 1.772899999999998499e+01 4.287740419848866225e+01 -8.053875939612457557e+01 -2.199886721566866044e+01 9.002643943908285706e+00 0.000000000000000000e+00
5.530000000000000000e+02 1.772899999999998499e+01 4.287835965354357626e+01 -8.013201467498065256e+01 -2.165059802965462410e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.180000000000000000e+02 1.772899999999998499e+01 4.353210672494336109e+01 -7.968962189014422393e+01 -2.188807831912162172e+01 9.002643943908285706e+00 0.000000000000000000e+00
4.750000000000000000e+02 1.772899999999998499e+01 4.353745667652030704e+01 -7.966911786154601316e+01 -2.178672584341387264e+01 1.000293771545365118e+01 0.000000000000000000e+00
4.310000000000000000e+02 1.772899999999998499e+01 4.318104391935931829e+01 -7.990683417928804033e+01 -2.189174336923646536e+01 1.000293771545365118e+01 0.000000000000000000e+00
5.570000000000000000e+02 1.772899999999998499e+01 4.392910384065535112e+01 -7.937408946003340304e+01 -2.167984847072191812e+01 1.000293771545365118e+01 0.000000000000000000e+00
