# 		ID		CurrentAges[Yr]		X[pc]		Y[pc]		Z[pc]		mass[Msun]		t_sim[Myr]
6.090000000000000000e+02 3.023200000000002774e+01 1.824161638547963804e+01 -4.624956574120694341e+01 -1.580764604029345044e+01 9.002643943908106294e+00 4.054032681866927987e+02
3.500000000000000000e+01 6.584100000000000819e+01 3.584334259043493631e+01 -4.481365345736945471e+01 -4.668601334894619370e+00 9.002643943908109847e+00 0.000000000000000000e+00
3.000000000000000000e+01 6.584100000000000819e+01 3.633414949465482380e+01 -4.526023046712460740e+01 -5.175302334001135485e+00 9.002643943908109847e+00 0.000000000000000000e+00
1.010000000000000000e+02 6.584100000000000819e+01 3.816818190509671638e+01 -4.557356764356402579e+01 -5.087214967917889297e+00 9.002643943908109847e+00 0.000000000000000000e+00
2.400000000000000000e+01 6.584100000000000819e+01 3.887077628266489882e+01 -5.080117618842551508e+01 -6.537274082000450015e+00 9.002643943908109847e+00 0.000000000000000000e+00
6.600000000000000000e+01 6.584100000000000819e+01 2.596906432871859138e+01 -4.154822699816385523e+01 -7.543050430426442965e+00 9.002643943908109847e+00 0.000000000000000000e+00
1.540000000000000000e+02 6.584100000000000819e+01 3.345706479554911539e+01 -4.355526118166981320e+01 -3.696522027511708774e+00 9.002643943908109847e+00 0.000000000000000000e+00
5.900000000000000000e+01 6.584100000000000819e+01 3.343051387684605658e+01 -4.215254235346818490e+01 -2.558452898394564023e+00 9.002643943908109847e+00 0.000000000000000000e+00
7.000000000000000000e+00 6.584100000000000819e+01 3.226449231513135629e+01 -5.049722681737338092e+01 -2.960908438491638428e+00 9.002643943908109847e+00 0.000000000000000000e+00
8.400000000000000000e+01 6.584100000000000819e+01 3.617483878283962184e+01 -4.979386586567002126e+01 -2.154590854550327172e+00 9.002643943908109847e+00 0.000000000000000000e+00
9.700000000000000000e+01 6.584100000000000819e+01 3.099136037195236781e+01 -4.121436472450911737e+01 -1.626033525481662911e+00 9.002643943908109847e+00 0.000000000000000000e+00
