# 	Time[Myr] 		 Age[Myr] 		 TotalMass[Msun]	 CoreMass[Msun] 	  TruncRadii[pc]	 CoreRadii[pc] 	 ErrCoreRadii	 FitAlpha 	 ErrFitAlpha	 FitSigma0 	  ErrFitSigma0	 FitSigmaBG 	  ErrFitSigmaBG
5.020699999999999932e+02 4.315799999999995862e+01 5.282751466285939387e+04 3.339980903189910350e+03 7.166421556387750691e+00 3.320891589296832702e-01 3.287678914453814188e-02 1.911278267982549073e+00 5.909993431573273143e-02 1.148331890040654253e+04 1.239311394905772431e+03 6.458595794337551865e+01 3.944840899336621742e+00
0.000000000000000000e+00 4.602900000000000347e+01 1.128031286171672582e+04 1.683494417510817129e+03 5.261085148068462836e+00 2.169849291171646877e-01 1.949583095938821342e-02 2.410267644990989222e+00 7.850526593053588909e-02 1.233271292228712809e+04 1.510768678739999359e+03 1.133762453067431863e+01 9.013405471751626541e-01
0.000000000000000000e+00 5.554099999999999682e+01 4.693978552354241401e+04 1.881552584276795869e+03 2.520680369606501436e+00 2.651665368303726678e-01 2.958249249719636931e-02 2.279351725844332321e+00 1.056813004099647624e-01 9.118144723621233425e+03 1.252994723815521866e+03 1.069493489030338083e+02 2.584754199508088934e+00
0.000000000000000000e+00 4.560999999999995680e+01 2.278569182203242599e+04 1.593467978071736070e+03 1.896434556189984377e+01 2.626363618705319092e-01 3.702160829853936436e-02 1.808617970463029412e+00 6.229021536616736326e-02 8.505893867417576985e+03 1.342703410720455167e+03 7.397661136155728734e+00 2.528911924022956725e+00
0.000000000000000000e+00 4.792399999999997817e+01 3.638868682128013461e+04 8.462485307273624358e+02 8.831194607386588791e-01 1.428867054538475456e-01 1.830650911334710113e-02 3.112226513252329685e+00 2.687352956308185492e-01 1.434131735332755670e+04 2.682314285811355603e+03 9.868815301123193251e+01 1.726685469701457976e+00
0.000000000000000000e+00 4.792399999999997817e+01 3.597656578740334953e+04 2.205647766257488001e+03 3.490753654930576655e+00 3.009826191243081817e-01 2.880330049587690941e-02 2.255698074038646528e+00 8.605949430419448931e-02 9.022779631874336701e+03 1.058500665050854877e+03 7.140580622713569880e+01 2.305360795539922680e+00
0.000000000000000000e+00 4.917899999999997362e+01 9.257718855652068669e+03 5.221533487466705310e+02 4.429506508551357413e+00 9.082834834666621282e-02 1.607802438340306256e-02 2.194533331418045741e+00 8.474591007314394298e-02 2.470894326623832967e+04 6.226576238982863288e+03 9.752866465619462133e+00 7.688491051417842836e-01
0.000000000000000000e+00 4.664699999999999136e+01 1.315286280204958348e+04 1.242364864259319802e+03 5.077142636750770569e+09 2.098501833547664341e-01 2.501735723511833154e-02 1.944013718987772865e+00 5.714471087757783119e-02 1.084466409492069033e+04 1.569212402364628588e+03 1.413095078219479529e-16 1.222723448110205391e+00
0.000000000000000000e+00 4.836399999999997590e+01 8.876606928693297959e+03 1.017298765661616926e+03 5.578902200154653102e+00 1.375686208725174775e-01 1.577575819815702635e-02 2.321884015746515928e+00 7.156559804835654903e-02 2.180576283771143426e+04 3.552943121515881103e+03 8.051251953412187135e+00 7.681605693400043178e-01
0.000000000000000000e+00 7.312199999999995725e+01 5.194525555634938428e+03 1.224359576371503408e+03 3.146503468789931901e+01 2.022721163337548589e-01 1.888240631693998903e-02 2.550696384762692226e+00 7.787919885582764157e-02 1.107028783171925897e+04 1.535232420443172714e+03 5.679842501375374081e-02 2.846882711662411802e-01
